Trade_ID;Time;Day;Items1;Items2;All_Items;Items1_Owner;Items2_Owner;League_ID;Draft_Rounds;Total_Rosters;Total_Players;Start_Players;Rec_Bonus;Rec_Bonus_TE;Pass_TD
813472372521803776;1648309462878;44646.6558;2023-04;2022-31.10;"2023-04; 2022-31.10";479547591554494464;601187133692116992;810155873832931328;31;12;26;10;1.00;0.50;6.0
813470796314968064;1648309115422;44646.6518;"2022-11.04; 2022-05.04";"2022-11.11; 2022-05.03";"2022-11.04; 2022-05.04; 2022-11.11; 2022-05.03";468982881515991040;76847552544522240;812851639328284672;31;12;31;11;1.00;0.50;6.0
813469563751653376;1648308943764;44646.6498;"2022-02.12; 2022-06.01; 2023-01";2022-01.03;"2022-02.12; 2022-06.01; 2023-01; 2022-01.03";722821309469356032;717963064170864640;813448016764715008;28;12;24;10;1.00;0.50;6.0
813466659238068224;1648308384216;44646.6433;"2022-15.04; 2023-04; 2022-02.07";"2022-03.05; 2022-07.05; 2023-02";"2022-15.04; 2023-04; 2022-02.07; 2022-03.05; 2022-07.05; 2023-02";463837499131686912;680510802616197120;812403831248936960;27;12;23;10;1.00;0.00;6.0
813459047784267776;1648307475497;44646.6328;"2022-12.07; 2022-12.08; 2022-12.01";"2022-10.02; 2022-09.11";"2022-12.07; 2022-12.08; 2022-12.01; 2022-10.02; 2022-09.11";643323196250071040;554010580611342336;810789070623068160;27;12;24;10;1.00;0.50;5.0
813456428999266304;1648307025320;44646.6276;"2022-08.05; 2022-04.08";"2022-05.04; 2022-07.04";"2022-08.05; 2022-04.08; 2022-05.04; 2022-07.04";613086734695079936;681539848032571392;787104195475001344;24;12;23;11;1.00;1.50;7.0
813459916999200768;1648306749343;44646.6244;2022-10.01;"2022-10.03; 2022-22.06";"2022-10.01; 2022-10.03; 2022-22.06";510591377723056128;78105767030702080;808151859436068864;33;14;28;11;1.00;0.75;5.0
813454825101561856;1648306208119;44646.6181;"2022-01.12; 2022-02.01; 2023-01; 2024-02";"2022-01.02; 2022-02.11";"2022-01.12; 2022-02.01; 2023-01; 2024-02; 2022-01.02; 2022-02.11";650522563671322624;785570579750170624;785292313764229120;5;12;32;13;0.50;0.00;4.0
813456425954193408;1648305968734;44646.6154;2022-10.09;"2022-12.12; 2023-02; 2024-03";"2022-10.09; 2022-12.12; 2023-02; 2024-03";467073560389611520;376143127653654528;810729213530337280;27;12;23;11;1.00;0.50;6.0
813300878277758976;1648305755056;44646.6129;"2024-02; 2022-11.10";2022-10.08;"2024-02; 2022-11.10; 2022-10.08";367447793557835776;602220944143998976;812455209929416704;27;12;27;12;1.00;1.00;6.0
813419041506045952;1648305339994;44646.6081;"2022-02.07; 2022-07.07";"2022-02.03; 2022-11.05; 2023-01";"2022-02.07; 2022-07.07; 2022-02.03; 2022-11.05; 2023-01";436289125847396352;602921006771802112;812869144092471296;26;12;23;10;1.00;0.50;6.0
813443885597618176;1648304910570;44646.6031;"2022-15.01; 2022-09.06; 2022-09.09";"2022-12.01; 2022-19.12; 2022-07.12";"2022-15.01; 2022-09.06; 2022-09.09; 2022-12.01; 2022-19.12; 2022-07.12";467706162272268288;420862858788618240;812362241809715200;25;12;22;10;1.00;0.50;6.0
813430800031793152;1648304118587;44646.5940;2022-03.08;"2022-08.11; 2023-01";"2022-03.08; 2022-08.11; 2023-01";651265296295882752;372937914851819520;812886171007954944;30;12;25;10;1.00;0.50;6.0
813443507963412480;1648302899010;44646.5798;2022-06.11;"2022-09.03; 2024-01; 2024-02";"2022-06.11; 2022-09.03; 2024-01; 2024-02";781516784980365312;463797140875898880;810970576846979072;33;12;32;12;1.00;0.00;4.0
813291229755355136;1648301600859;44646.5648;"2022-04.11; 2023-04; 2024-02; 2024-04";"2022-03.04; 2022-02.08";"2022-04.11; 2023-04; 2024-02; 2024-04; 2022-03.04; 2022-02.08";469511969724952576;299014617256960000;784366424192827392;4;12;26;11;1.00;0.50;6.0
813438624166211584;1648301436452;44646.5629;"2022-02.11; 2022-03.02; 2024-01";"2022-01.09; 2022-06.04; 2024-03; 2024-04; 2024-05";"2022-02.11; 2022-03.02; 2024-01; 2022-01.09; 2022-06.04; 2024-03; 2024-04; 2024-05";672983347022098432;672999094200918016;812403831248936960;27;12;23;10;1.00;0.00;6.0
813318502390829056;1648300795295;44646.5555;2022-04.09;"2022-07.03; 2022-09.03";"2022-04.09; 2022-07.03; 2022-09.03";461642092112769024;76847552544522240;812851639328284672;31;12;31;11;1.00;0.50;6.0
813425136790274048;1648300593553;44646.5532;"2022-06.04; 2022-10.11";"2022-12.03; 2022-05.10";"2022-06.04; 2022-10.11; 2022-12.03; 2022-05.10";459019219946696704;205522437557723136;805605050272559104;55;12;55;15;1.00;0.00;6.0
813415419850407936;1648299557033;44646.5412;"2022-01.10; 2023-03";"2022-03.08; 2022-07.08; 2023-02";"2022-01.10; 2023-03; 2022-03.08; 2022-07.08; 2023-02";605854352199979008;680510802616197120;813068540490919936;30;12;29;10;1.00;0.50;6.0
813425192914268160;1648298481221;44646.5287;"2022-10.07; 2022-02.10";"2022-04.12; 2022-05.01";"2022-10.07; 2022-02.10; 2022-04.12; 2022-05.01";430158368494059520;416000110770536448;812407163979943936;24;12;23;10;1.00;0.50;5.0
813317954673426432;1648297931031;44646.5223;2023-01;2022-01.07;"2023-01; 2022-01.07";608893813590659072;484413303209062400;801390409006817280;4;12;24;11;1.00;0.50;6.0
813302872069500928;1648296936361;44646.5108;"2022-28.06; 2022-29.07; 2022-30.06; 2022-31.07; 2022-32.06";2023-03;"2022-28.06; 2022-29.07; 2022-30.06; 2022-31.07; 2022-32.06; 2023-03";477596109749874688;794597602753622016;809193917953179648;32;12;31;11;1.00;0.50;6.0
813416950448398336;1648296363742;44646.5042;"2022-02.10; 2022-06.10";"2022-02.07; 2022-09.06";"2022-02.10; 2022-06.10; 2022-02.07; 2022-09.06";416000110770536448;713761132401225728;812407163979943936;24;12;23;10;1.00;0.50;5.0
813413339152617472;1648296054882;44646.5006;"2022-07.12; 2022-18.09";2022-07.10;"2022-07.12; 2022-18.09; 2022-07.10";575781768305332224;327572647678312448;803814947921428480;40;12;31;11;1.00;1.50;6.0
813300054185091072;1648295297017;44646.4919;"2022-01.10; 2022-05.10; 2022-09.10";"2022-01.06; 2022-10.07; 2022-06.07";"2022-01.10; 2022-05.10; 2022-09.10; 2022-01.06; 2022-10.07; 2022-06.07";464446053341458432;598753398250082304;812403831248936960;27;12;23;10;1.00;0.00;6.0
813318703717437440;1648280570689;44646.3214;2023-01;2022-01.06;"2023-01; 2022-01.06";608893813590659072;670342422659690496;800438154577420288;4;12;24;11;1.00;0.50;6.0
793002441066033152;1648279014321;44646.3034;2022-02.13;2023-02;"2022-02.13; 2023-02";729642620162244608;734441723358498816;779010604009725952;4;14;22;10;0.50;0.00;4.0
813297774098481152;1648277045647;44646.2806;2022-18.10;"2022-19.12; 2022-18.14";"2022-18.10; 2022-19.12; 2022-18.14";646265768471797760;449986762370969600;779837083824017408;25;14;25;10;1.00;0.75;6.0
812515221527715840;1648275089387;44646.2580;"2022-01.06; 2022-01.14";2022-01.02;"2022-01.06; 2022-01.14; 2022-01.02";341414316114776064;681984625580503040;786648399490502656;4;14;22;12;1.00;0.25;6.0
803047751393861632;1648275088953;44646.2580;2022-02.01;"2022-02.11; 2022-02.05";"2022-02.01; 2022-02.11; 2022-02.05";710590457779908608;732384263302946816;785044281617408000;3;12;22;11;1.00;0.00;4.0
813320893471268864;1648273339046;44646.2377;2022-01.07;2024-01;"2022-01.07; 2024-01";415747010340065280;438621026599825408;810217802005872640;4;12;22;9;1.00;1.00;5.0
813311667252355072;1648271494193;44646.2164;"2022-04.02; 2022-09.13";"2022-11.05; 2022-03.05";"2022-04.02; 2022-09.13; 2022-11.05; 2022-03.05";66392278687956992;335993478922113024;809276732417908736;42;14;42;20;1.00;0.00;4.0
813310622224773120;1648271096194;44646.2118;"2022-13.03; 2022-09.03";"2022-14.11; 2023-02; 2022-10.02";"2022-13.03; 2022-09.03; 2022-14.11; 2023-02; 2022-10.02";787489799710846976;319312062469656576;812019864859410432;34;12;30;10;0.50;0.50;6.0
813305523435880448;1648271019698;44646.2109;"2022-11.08; 2022-13.08; 2022-06.05";"2022-06.08; 2022-11.02; 2022-13.02";"2022-11.08; 2022-13.08; 2022-06.05; 2022-06.08; 2022-11.02; 2022-13.02";470408788357148672;659189078599733248;810970576846979072;33;12;32;12;1.00;0.00;4.0
813291829607890944;1648267920365;44646.1750;2023-01;2022-01.08;"2023-01; 2022-01.08";652023730830118912;600466035673468928;794735482431963136;4;12;23;11;1.00;0.50;6.0
813292773909311488;1648267037113;44646.1648;"2022-03.10; 2022-09.10";"2022-05.03; 2022-05.02";"2022-03.10; 2022-09.10; 2022-05.03; 2022-05.02";647570696263778304;687280521079783424;787104195475001344;24;12;23;11;1.00;1.50;7.0
813288437988855808;1648265989993;44646.1527;"2022-31.04; 2022-08.09";"2022-31.10; 2022-30.02";"2022-31.04; 2022-08.09; 2022-31.10; 2022-30.02";5;6;786082695372836864;33;12;22;12;1.00;0.50;5.0
813289533562023936;1648265939637;44646.1521;"2022-01.05; 2022-06.08";"2022-01.02; 2022-11.02";"2022-01.05; 2022-06.08; 2022-01.02; 2022-11.02";672999094200918016;463837499131686912;812403831248936960;27;12;23;10;1.00;0.00;6.0
813289024465776640;1648265754714;44646.1499;"2022-06.06; 2022-08.06";"2022-11.03; 2022-05.07";"2022-06.06; 2022-08.06; 2022-11.03; 2022-05.07";434683330642833408;710866602328920064;805605050272559104;55;12;55;15;1.00;0.00;6.0
813288356850012160;1648265589824;44646.1480;"2022-16.01; 2023-01";2022-06.02;"2022-16.01; 2023-01; 2022-06.02";571402386790961152;692448762794164224;811724145363628032;34;12;30;10;1.00;0.50;4.0
813284573680078848;1648265452917;44646.1464;"2022-01.11; 2022-01.12";2022-01.06;"2022-01.11; 2022-01.12; 2022-01.06";730623093109796864;567994319854673920;812387941400817664;3;14;25;11;1.00;1.00;6.0
813286689895239680;1648265282608;44646.1445;"2022-01.09; 2022-01.10; 2023-02";2022-01.01;"2022-01.09; 2022-01.10; 2023-02; 2022-01.01";692859730829312000;720886508847968256;810149808416370688;3;12;24;9;1.00;1.00;6.0
813279332817543168;1648264912388;44646.1402;"2022-03.02; 2023-01; 2023-02; 2022-02.07";"2022-01.02; 2022-02.03";"2022-03.02; 2023-01; 2023-02; 2022-02.07; 2022-01.02; 2022-02.03";680849839029841920;560603137283969024;784562997157806080;3;12;28;12;1.00;0.50;6.0
813278985160089600;1648264436410;44646.1347;"2022-03.07; 2022-06.06; 2022-08.06";"2022-07.01; 2022-08.12; 2022-02.10";"2022-03.07; 2022-06.06; 2022-08.06; 2022-07.01; 2022-08.12; 2022-02.10";709867788105232384;584156381997744128;811321297341632512;31;12;25;10;1.00;1.00;6.0
813280178565386240;1648263956564;44646.1291;"2023-04; 2024-04; 2022-02.13";2022-02.12;"2023-04; 2024-04; 2022-02.13; 2022-02.12";783518407625965568;777618172378488832;811345765698998272;4;14;25;12;1.00;0.00;5.0
813280784344539136;1648263847693;44646.1279;"2022-10.01; 2022-14.01; 2022-08.01";"2023-01; 2023-02";"2022-10.01; 2022-14.01; 2022-08.01; 2023-01; 2023-02";595717312305229824;777195748138844160;811051786877145088;28;12;23;10;1.00;0.75;5.0
813279403588079616;1648263601895;44646.1250;"2022-02.05; 2023-02";2022-02.03;"2022-02.05; 2023-02; 2022-02.03";78604052292059136;436289125847396352;812869144092471296;26;12;23;10;1.00;0.50;6.0
813278180378025984;1648263253467;44646.1210;2022-01.04;"2023-02; 2023-01; 2024-02";"2022-01.04; 2023-02; 2023-01; 2024-02";718901314502864896;384440454181146624;784452392904179712;4;12;24;12;1.00;1.00;5.0
813278300985200640;1648263186646;44646.1202;"2022-02.10; 2022-06.03; 2023-01";"2022-01.09; 2022-10.09; 2023-02";"2022-02.10; 2022-06.03; 2023-01; 2022-01.09; 2022-10.09; 2023-02";740845712203460608;481122255116431360;812869144092471296;26;12;23;10;1.00;0.50;6.0
813277943089463296;1648263172361;44646.1201;"2022-04.03; 2022-06.03";"2022-03.11; 2022-07.11";"2022-04.03; 2022-06.03; 2022-03.11; 2022-07.11";600439237942255616;12;786153488844783616;24;12;21;9;1.00;0.00;4.0
813276085436411904;1648262708840;44646.1147;"2022-02.10; 2022-02.12";2022-02.05;"2022-02.10; 2022-02.12; 2022-02.05";599431790108655616;339499779455213568;784450766025949184;4;12;23;10;1.00;0.00;4.0
813275823598587904;1648262601124;44646.1134;"2022-01.12; 2022-06.01";"2022-02.09; 2022-04.09";"2022-01.12; 2022-06.01; 2022-02.09; 2022-04.09";458756859780657152;632030747812765696;811796081250770944;33;12;30;11;1.00;0.50;4.0
813269918119206912;1648262086036;44646.1075;"2022-01.04; 2023-03";"2022-12.07; 2022-02.07; 2022-04.07";"2022-01.04; 2023-03; 2022-12.07; 2022-02.07; 2022-04.07";464446053341458432;680510802616197120;812403831248936960;27;12;23;10;1.00;0.00;6.0
813266761582493696;1648260489241;44646.0890;2024-01;2022-08.06;"2024-01; 2022-08.06";465748990835552256;573258648371200000;812019864859410432;34;12;30;10;0.50;0.50;6.0
813228711586410496;1648260203180;44646.0857;2023-01;2022-07.07;"2023-01; 2022-07.07";465748990835552256;346401515449380864;812019864859410432;34;12;30;10;0.50;0.50;6.0
813262666373111808;1648260153722;44646.0851;"2022-10.08; 2022-31.01";2022-02.09;"2022-10.08; 2022-31.01; 2022-02.09";6;5;786082695372836864;33;12;22;12;1.00;0.50;5.0
813264973034827776;1648260051108;44646.0839;"2022-11.12; 2022-13.12; 2022-16.01; 2022-02.01";"2022-02.08; 2022-11.06; 2022-13.06; 2022-15.06; 2023-02";"2022-11.12; 2022-13.12; 2022-16.01; 2022-02.01; 2022-02.08; 2022-11.06; 2022-13.06; 2022-15.06; 2023-02";555554763559268352;632030747812765696;811796081250770944;33;12;30;11;1.00;0.50;4.0
813256309783789568;1648258147867;44646.0619;"2022-03.10; 2022-16.09";"2022-05.06; 2022-09.06";"2022-03.10; 2022-16.09; 2022-05.06; 2022-09.06";575141428082688000;76847552544522240;812851639328284672;31;12;31;11;1.00;0.50;6.0
813256253575913472;1648258042707;44646.0607;"2022-12.07; 2022-03.06; 2022-08.07";"2022-14.05; 2022-02.08; 2022-09.08";"2022-12.07; 2022-03.06; 2022-08.07; 2022-14.05; 2022-02.08; 2022-09.08";372937914851819520;767993695713820672;812886171007954944;30;12;25;10;1.00;0.50;6.0
813256327374725120;1648257989921;44646.0601;2022-28.02;2022-28.04;"2022-28.02; 2022-28.04";732699630235693056;545338624067551232;804483078465638400;28;14;25;10;1.00;0.50;6.0
813255523217584128;1648257860331;44646.0586;"2022-01.10; 2022-02.03";"2022-01.05; 2022-02.08";"2022-01.10; 2022-02.03; 2022-01.05; 2022-02.08";651016813274054656;650920380579532800;813209730569859072;27;12;24;10;1.00;0.50;6.0
812198897253474304;1648257825076;44646.0582;2022-01.10;2023-01;"2022-01.10; 2023-01";551921027958665216;460131863525060608;784465961091768320;4;12;25;10;1.00;0.00;4.0
813253069860126720;1648257416596;44646.0534;"2022-04.02; 2022-07.11; 2023-01";"2022-10.03; 2022-02.03";"2022-04.02; 2022-07.11; 2023-01; 2022-10.03; 2022-02.03";606605410803191808;565600406485520384;813099443623665664;33;12;28;11;1.00;0.75;6.0
813250748598030336;1648256847099;44646.0468;"2022-09.05; 2022-18.06";"2022-11.04; 2022-13.04";"2022-09.05; 2022-18.06; 2022-11.04; 2022-13.04";463232832731344896;465625320158916608;810729213530337280;27;12;23;11;1.00;0.50;6.0
813249473785511936;1648256641927;44646.0445;2022-05.03;"2022-05.07; 2023-03; 2023-04";"2022-05.03; 2022-05.07; 2023-03; 2023-04";710866602328920064;434683330642833408;805605050272559104;55;12;55;15;1.00;0.00;6.0
813249879462760448;1648256612927;44646.0441;2022-08.08;2022-11.04;"2022-08.08; 2022-11.04";390333014942486528;94554742008987648;811003290618810368;30;12;30;12;1.00;0.50;6.0
813244470161203200;1648256285009;44646.0403;"2022-06.09; 2022-07.04";"2022-07.11; 2023-01; 2023-03";"2022-06.09; 2022-07.04; 2022-07.11; 2023-01; 2023-03";468982881515991040;76847552544522240;812851639328284672;31;12;31;11;1.00;0.50;6.0
813247739868618752;1648255963351;44646.0366;"2022-03.13; 2022-07.13";"2022-13.05; 2022-02.10";"2022-03.13; 2022-07.13; 2022-13.05; 2022-02.10";66392278687956992;335993478922113024;809276732417908736;42;14;42;20;1.00;0.00;4.0
813242719169302528;1648255361986;44646.0297;"2022-16.09; 2022-08.09";"2022-10.08; 2022-17.05";"2022-16.09; 2022-08.09; 2022-10.08; 2022-17.05";94554742008987648;390333014942486528;811003290618810368;30;12;30;12;1.00;0.50;6.0
813192385172443136;1648254884354;44646.0241;"2022-10.03; 2022-12.03; 2022-08.06";"2022-13.02; 2022-06.11";"2022-10.03; 2022-12.03; 2022-08.06; 2022-13.02; 2022-06.11";63785694535237632;438621026599825408;811051786877145088;28;12;23;10;1.00;0.75;5.0
813227856187490304;1648254251323;44646.0168;"2022-10.08; 2022-17.05";"2022-16.09; 2022-08.09";"2022-10.08; 2022-17.05; 2022-16.09; 2022-08.09";94554742008987648;390333014942486528;811003290618810368;30;12;30;12;1.00;0.50;6.0
813234248050958336;1648253914575;44646.0129;"2024-01; 2024-02";"2022-01.12; 2022-02.12";"2024-01; 2024-02; 2022-01.12; 2022-02.12";596506629197856768;747452240305979392;810217802005872640;4;12;22;9;1.00;1.00;5.0
813234124658712576;1648253694948;44646.0104;"2022-01.04; 2022-03.04";"2022-01.08; 2022-02.04";"2022-01.04; 2022-03.04; 2022-01.08; 2022-02.04";697501556353875968;332518454907129856;786306126600847360;4;12;26;9;1.00;0.50;6.0
813234815099867136;1648253320907;44646.0060;2022-02.04;2024-02;"2022-02.04; 2024-02";472228753506824192;447446261998546944;810217802005872640;4;12;22;9;1.00;1.00;5.0
813234046560739328;1648253087362;44646.0033;"2022-10.08; 2022-07.05";"2022-07.09; 2022-09.09";"2022-10.08; 2022-07.05; 2022-07.09; 2022-09.09";388354600144547840;573258648371200000;812019864859410432;34;12;30;10;0.50;0.50;6.0
813234716516921344;1648252816539;44646.0002;2024-01;2022-01.08;"2024-01; 2022-01.08";409496763850829824;472228753506824192;810217802005872640;4;12;22;9;1.00;1.00;5.0
813234512615026688;1648252738491;44645.9993;2024-02;2022-02.02;"2024-02; 2022-02.02";472228753506824192;747452240305979392;810217802005872640;4;12;22;9;1.00;1.00;5.0
813233475434975232;1648252693113;44645.9988;"2022-01.03; 2023-01";"2022-03.08; 2022-01.07; 2022-02.07";"2022-01.03; 2023-01; 2022-03.08; 2022-01.07; 2022-02.07";469912069487980544;566815341889826816;784467175812526080;3;12;22;10;1.00;0.50;6.0
813232462854516736;1648252498904;44645.9965;2024-01;2022-01.10;"2024-01; 2022-01.10";747452240305979392;415747010340065280;810217802005872640;4;12;22;9;1.00;1.00;5.0
813232795148210176;1648252410341;44645.9955;"2022-13.07; 2022-05.07; 2022-07.07";"2022-06.09; 2022-12.08; 2022-06.08";"2022-13.07; 2022-05.07; 2022-07.07; 2022-06.09; 2022-12.08; 2022-06.08";788201669518299136;695150126418685952;811724145363628032;34;12;30;10;1.00;0.50;4.0
813227283291709440;1648252115249;44645.9921;"2022-05.02; 2022-04.06";"2022-05.06; 2022-06.07; 2022-07.06";"2022-05.02; 2022-04.06; 2022-05.06; 2022-06.07; 2022-07.06";810723888672636928;447808916093399040;805605050272559104;55;12;55;15;1.00;0.00;6.0
813229818761076736;1648251839121;44645.9889;"2022-16.08; 2022-11.09; 2022-17.09; 2022-18.04; 2022-06.04; 2022-09.09";"2022-11.08; 2022-12.05; 2022-16.05; 2022-08.05; 2022-09.08; 2022-08.09";"2022-16.08; 2022-11.09; 2022-17.09; 2022-18.04; 2022-06.04; 2022-09.09; 2022-11.08; 2022-12.05; 2022-16.05; 2022-08.05; 2022-09.08; 2022-08.09";312695093469388800;472035634760904704;803814947921428480;40;12;31;11;1.00;1.50;6.0
813229909265731584;1648251731252;44645.9876;"2022-02.10; 2022-04.10";"2022-02.02; 2022-06.06";"2022-02.10; 2022-04.10; 2022-02.02; 2022-06.06";600439237942255616;732790574679179264;786153488844783616;24;12;21;9;1.00;0.00;4.0
813229904702312448;1648251690798;44645.9872;"2022-02.01; 2022-18.07; 2022-21.09";"2022-10.07; 2022-06.07; 2022-03.09";"2022-02.01; 2022-18.07; 2022-21.09; 2022-10.07; 2022-06.07; 2022-03.09";471812156791189504;457079961598029824;784995441535209472;26;12;26;11;1.00;0.00;4.0
813223554681290752;1648251603608;44645.9862;"2022-01.11; 2022-07.02";"2022-02.09; 2022-03.09";"2022-01.11; 2022-07.02; 2022-02.09; 2022-03.09";438183455180713984;651265296295882752;812886171007954944;30;12;25;10;1.00;0.50;6.0
813211771237179392;1648251539237;44645.9854;2024-04;2022-04.01;"2024-04; 2022-04.01";453051642326020096;472228753506824192;810217802005872640;4;12;22;9;1.00;1.00;5.0
813227167692455936;1648251067844;44645.9800;"2022-16.08; 2022-20.08; 2022-24.08; 2022-06.08";"2023-02; 2024-01; 2024-02";"2022-16.08; 2022-20.08; 2022-24.08; 2022-06.08; 2023-02; 2024-01; 2024-02";455584199194177536;649104237825056768;799370439418826752;40;14;40;12;1.00;0.50;6.0
813216524037881856;1648250387453;44645.9721;"2022-10.02; 2022-12.02";"2022-09.05; 2022-13.10";"2022-10.02; 2022-12.02; 2022-09.05; 2022-13.10";643323196250071040;662434097070702592;810789070623068160;27;12;24;10;1.00;0.50;5.0
813224010677587968;1648250318317;44645.9713;"2022-01.02; 2022-02.02";"2022-01.01; 2022-03.10";"2022-01.02; 2022-02.02; 2022-01.01; 2022-03.10";546875301187850240;444984888488095744;784396074088591360;3;12;22;9;1.00;0.00;4.0
813222593866866688;1648250179868;44645.9697;2022-01.09;2024-01;"2022-01.09; 2024-01";415747010340065280;678688117833691136;810217802005872640;4;12;22;9;1.00;1.00;5.0
813222149677494272;1648249796084;44645.9652;2022-01.04;2024-01;"2022-01.04; 2024-01";678688117833691136;447446261998546944;810217802005872640;4;12;22;9;1.00;1.00;5.0
813210029518884864;1648249577084;44645.9627;"2022-10.11; 2022-11.02";"2022-10.04; 2022-13.09";"2022-10.11; 2022-11.02; 2022-10.04; 2022-13.09";724034091007156224;90638239995936768;811324355182211072;26;12;23;11;1.00;0.75;4.0
813220443459801088;1648249489708;44645.9617;"2022-04.09; 2023-02; 2023-03";2022-03.05;"2022-04.09; 2023-02; 2023-03; 2022-03.05";381971174260797440;679586258808315904;812719755034234880;31;12;25;11;1.00;0.50;6.0
813212231855652864;1648249461217;44645.9614;2024-02;2022-02.01;"2024-02; 2022-02.01";453051642326020096;747452240305979392;810217802005872640;4;12;22;9;1.00;1.00;5.0
813187644866600960;1648249399944;44645.9606;2022-19.12;"2022-20.05; 2022-24.05";"2022-19.12; 2022-20.05; 2022-24.05";388188764381462528;442002983446638592;807791727845937152;24;12;24;10;1.00;1.00;6.0
813219352257130496;1648249151676;44645.9578;"2023-01; 2024-02";2022-01.08;"2023-01; 2024-02; 2022-01.08";214153604854968320;437350295534563328;784655161162391552;5;12;24;10;1.00;0.50;6.0
813207145855205376;1648249111306;44645.9573;"2022-05.12; 2023-01";2022-02.12;"2022-05.12; 2023-01; 2022-02.12";575141428082688000;330090426482577408;812851639328284672;31;12;31;11;1.00;0.50;6.0
813215792324800512;1648248286488;44645.9478;"2022-08.03; 2022-11.13";"2022-13.14; 2022-09.14; 2023-02";"2022-08.03; 2022-11.13; 2022-13.14; 2022-09.14; 2023-02";608966973199564800;77501167806332928;809925546250215424;25;14;21;10;1.00;1.50;6.0
813211540877623296;1648248284392;44645.9477;2024-01;2022-01.01;"2024-01; 2022-01.01";453051642326020096;741547445531627520;810217802005872640;4;12;22;9;1.00;1.00;5.0
813214784957870080;1648248228489;44645.9471;2022-03.04;"2022-04.04; 2023-01";"2022-03.04; 2022-04.04; 2023-01";679586258808315904;520370996531343360;812719755034234880;31;12;25;11;1.00;0.50;6.0
813213007638269952;1648247721280;44645.9412;"2022-04.04; 2023-01";2022-03.04;"2022-04.04; 2023-01; 2022-03.04";679586258808315904;520370996531343360;812719755034234880;31;12;25;11;1.00;0.50;6.0
813211974732222464;1648247456401;44645.9382;2022-03.01;2024-03;"2022-03.01; 2024-03";319693708725342208;453051642326020096;810217802005872640;4;12;22;9;1.00;1.00;5.0
813210227733295104;1648247127161;44645.9343;"2022-01.10; 2022-14.03";"2022-11.09; 2022-04.04; 2022-06.04; 2023-01";"2022-01.10; 2022-14.03; 2022-11.09; 2022-04.04; 2022-06.04; 2023-01";460223852572569600;606605410803191808;813099443623665664;33;12;28;11;1.00;0.75;6.0
813209901504507904;1648247040628;44645.9333;"2022-03.05; 2022-06.08";"2022-10.08; 2022-02.08";"2022-03.05; 2022-06.08; 2022-10.08; 2022-02.08";393471673539497984;730183855755096064;796628907443978240;35;12;30;10;1.00;0.50;6.0
813209361085222912;1648246928927;44645.9320;"2022-10.04; 2023-01";"2024-02; 2022-09.07; 2022-13.04";"2022-10.04; 2023-01; 2024-02; 2022-09.07; 2022-13.04";656520959355867136;419324451335700480;812455209929416704;27;12;27;12;1.00;1.00;6.0
813208186831093760;1648246591450;44645.9281;"2022-06.07; 2022-09.06";"2022-04.05; 2022-11.01";"2022-06.07; 2022-09.06; 2022-04.05; 2022-11.01";657322052453244928;709915790752698368;787104195475001344;24;12;23;11;1.00;1.50;7.0
813208584585367552;1648246586776;44645.9281;"2022-10.05; 2022-11.08";"2022-10.01; 2022-11.12";"2022-10.05; 2022-11.08; 2022-10.01; 2022-11.12";474812907868123136;599755123371065344;813103406498578432;26;12;25;10;1.00;0.50;6.0
813207362587435008;1648246319102;44645.9250;"2022-15.09; 2022-16.04; 2023-03";"2022-13.08; 2022-19.08; 2023-04";"2022-15.09; 2022-16.04; 2023-03; 2022-13.08; 2022-19.08; 2023-04";389463100128051200;705606129664729088;810317303043448832;42;12;30;10;1.00;0.50;6.0
813207235562983424;1648246253249;44645.9242;"2022-07.12; 2023-01";"2022-15.06; 2022-06.07";"2022-07.12; 2023-01; 2022-15.06; 2022-06.07";459433010651983872;809308963781849088;812855726287454208;29;12;24;10;1.00;0.50;6.0
813205149739757568;1648246114775;44645.9226;"2022-11.02; 2022-12.13";"2022-11.13; 2022-12.02";"2022-11.02; 2022-12.13; 2022-11.13; 2022-12.02";232776592969953280;454528751863066624;799370439418826752;40;14;40;12;1.00;0.50;6.0
813194069768515584;1648245728643;44645.9182;"2023-01; 2023-02";"2022-10.02; 2022-17.11; 2022-09.11";"2023-01; 2023-02; 2022-10.02; 2022-17.11; 2022-09.11";654205415923458048;471146060299890688;812455209929416704;27;12;27;12;1.00;1.00;6.0
813204836936957952;1648245660384;44645.9174;"2022-03.05; 2023-03";2022-03.01;"2022-03.05; 2023-03; 2022-03.01";381971174260797440;411681924491247616;812719755034234880;31;12;25;11;1.00;0.50;6.0
813199002798526464;1648244913244;44645.9087;"2022-12.08; 2022-10.05";"2022-15.06; 2022-09.04";"2022-12.08; 2022-10.05; 2022-15.06; 2022-09.04";554010580611342336;662434097070702592;810789070623068160;27;12;24;10;1.00;0.50;5.0
813200983701188608;1648244760453;44645.9069;"2022-04.01; 2022-04.02";2023-04;"2022-04.01; 2022-04.02; 2023-04";424401133222514688;423928611934830592;784544145657180160;4;12;25;9;1.00;0.00;6.0
