Sleeper_ID;ADP;Player_Name;Last_Month;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;All_Year
1706;301;"Jack Doyle,TE";8;1;3;4;4;11;3;0;0;0;0;0;0;26
5004;302;"Ito Smith,RB";0;3;6;4;3;0;0;0;0;0;0;0;0;16
943;305;"Kyle Rudolph,TE";8;2;1;4;5;8;4;0;0;0;0;0;0;24
956;306;"Mark Ingram,RB";24;6;6;27;13;41;4;0;0;0;0;0;0;97
616;308;"Jimmy Graham,TE";10;4;3;6;3;11;4;0;0;0;0;0;0;31
4464;311;"Nick Mullens,QB";1;5;2;4;3;0;1;0;0;0;0;0;0;15
4421;311;"Jacob Hollister,TE";3;1;3;2;3;7;0;0;0;0;0;0;0;16
7583;312;"Sam Ehlinger,QB";3;0;0;0;1;4;0;0;0;0;0;0;0;5
6996;312;"Jamycal Hasty,RB";9;4;8;12;9;15;1;0;0;0;0;0;0;49
5209;312;"Mike Boone,RB";6;0;0;9;31;9;3;0;0;0;0;0;0;52
7529;312;"Gary Brightwell,RB";3;0;1;1;0;4;0;0;0;0;0;0;0;6
6906;312;"Antonio Gandy-Golden,WR";10;5;15;18;18;23;0;0;0;0;0;0;0;79
2474;312;"Nick Boyle,TE";0;1;1;0;0;0;0;0;0;0;0;0;0;2
1737;313;"Case Keenum,QB";0;0;1;1;1;2;0;0;0;0;0;0;0;5
7609;313;"Demetric Felton,RB";6;0;2;1;1;5;2;0;0;0;0;0;0;11
928;313;"Randall Cobb,WR";7;2;3;7;2;12;1;0;0;0;0;0;0;27
1149;313;"Alshon Jeffery,WR";0;5;4;1;0;1;0;0;0;0;0;0;0;11
2257;314;"Carlos Hyde,RB";2;3;1;19;8;14;0;0;0;0;0;0;0;45
4187;314;"Brian Hill,RB";4;4;1;5;1;9;1;0;0;0;0;0;0;21
7530;314;"Frank Darby,WR";4;0;1;0;1;3;3;0;0;0;0;0;0;8
4335;316;"Phillip Walker,QB";2;4;1;0;4;4;0;0;0;0;0;0;0;13
7555;316;"Jamie Newman,QB";1;0;1;1;0;3;0;0;0;0;0;0;0;5
5995;316;"Justice Hill,RB";6;1;6;4;6;5;3;0;0;0;0;0;0;25
2346;316;"Devin Funchess,WR";0;4;1;6;5;9;0;0;0;0;0;0;0;25
5985;316;"Foster Moreau,TE";2;2;6;2;2;7;0;0;0;0;0;0;0;19
7531;317;"Feleipe Franks,QB";1;0;0;0;0;1;1;0;0;0;0;0;0;2
4319;317;"Zach Pascal,WR";12;1;11;9;5;22;1;0;0;0;0;0;0;49
6744;319;"Greg Ward,WR";2;4;1;2;4;8;0;0;0;0;0;0;0;19
6234;321;"Deonte Harris,WR";3;6;8;0;8;7;2;0;0;0;0;0;0;31
7556;321;"Marquez Stevenson,WR";5;0;0;1;0;6;1;0;0;0;0;0;0;8
6139;321;"Jace Sternberger,TE";5;5;1;5;4;6;2;0;0;0;0;0;0;23
7751;323;"Dax Milne,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
4995;324;"Ian Thomas,TE";12;11;7;12;5;16;5;0;0;0;0;0;0;56
5032;325;"Jordan Akins,TE";6;5;3;3;2;7;3;0;0;0;0;0;0;23
6007;326;"Ryquell Armstead,RB";1;4;4;2;2;1;0;0;0;0;0;0;0;13
4038;326;"John Ross,WR";7;5;6;20;11;10;0;0;0;0;0;0;0;52
7584;326;"Brennan Eagles,WR";0;0;0;0;1;0;0;0;0;0;0;0;0;1
6402;327;"Steven Sims,WR";2;3;2;4;0;6;1;0;0;0;0;0;0;16
6973;328;"J.J. Taylor,RB";3;6;14;12;7;7;2;0;0;0;0;0;0;48
7546;329;"Tre Nixon,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
6146;329;"Kaden Smith,TE";2;1;3;2;0;2;0;0;0;0;0;0;0;8
2382;330;"Duke Johnson,RB";2;6;4;9;5;4;0;0;0;0;0;0;0;28
4994;332;"Kalen Ballage,RB";6;5;2;7;11;13;2;0;0;0;0;0;0;40
4219;332;"Jeremy McNichols,RB";0;3;2;3;1;1;0;0;0;0;0;0;0;10
7752;332;"Kawaan Baker,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
3306;333;"Jordan Howard,RB";1;4;1;1;4;6;0;0;0;0;0;0;0;16
5965;333;"Miles Boykin,WR";2;10;3;4;6;7;1;0;0;0;0;0;0;31
7771;334;"Jake Funk,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7579;336;"Austin Watkins,WR";0;0;0;0;3;1;0;0;0;0;0;0;0;4
4146;337;"Dede Westbrook,WR";2;2;2;1;1;6;0;0;0;0;0;0;0;12
2822;339;"Adam Humphries,WR";3;1;3;2;4;7;0;0;0;0;0;0;0;17
5884;340;"Kelvin Harmon,WR";2;2;4;2;3;3;0;0;0;0;0;0;0;14
7573;342;"Damon Hazelton,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7545;344;"Marlon Williams,WR";0;0;1;1;0;1;0;0;0;0;0;0;0;3
6144;350;"Trayveon Williams,RB";2;2;7;0;5;3;1;0;0;0;0;0;0;18
4221;350;"Jeremy Sprinkle,TE";0;0;0;1;0;0;0;0;0;0;0;0;0;1
6822;352;"Jake Fromm,QB";0;1;2;4;3;1;0;0;0;0;0;0;0;11
490;352;"Chase Daniel,QB";4;1;1;0;2;3;2;0;0;0;0;0;0;9
5127;353;"Kyle Allen,QB";2;6;3;8;2;4;0;0;0;0;0;0;0;23
7789;356;"Jalen Camp,WR";1;0;0;0;0;1;0;0;0;0;0;0;0;1
7049;357;"Jauan Jennings,WR";1;0;0;0;0;0;1;0;0;0;0;0;0;1
5886;365;"Hakeem Butler,TE";0;0;0;0;0;0;0;0;0;0;0;0;0;0
5973;368;"Josh Oliver,TE";3;7;8;8;4;5;0;0;0;0;0;0;0;32
7582;373;"Jhamon Ausbon,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
6164;377;"Kahale Warring,TE";1;1;4;3;4;2;1;0;0;0;0;0;0;15
7548;384;"Tyler Vaughns,WR";1;0;0;0;0;1;0;0;0;0;0;0;0;1
7532;388;"Rakeem Boyd,RB";1;0;0;1;0;1;0;0;0;0;0;0;0;2
7558;395;"Whop Philyor,WR";1;0;0;0;0;1;0;0;0;0;0;0;0;1
7088;396;"Xavier Jones,RB";1;1;0;0;0;1;0;0;0;0;0;0;0;2
7793;398;"Racey McMath,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
289;;"Drew Brees,QB";1;25;14;11;3;2;0;0;0;0;0;0;0;55
1029;;"Nick Foles,QB";6;6;11;12;6;10;0;0;0;0;0;0;0;45
4863;;"Josh Rosen,QB";1;6;2;7;0;2;1;0;0;0;0;0;0;18
980;;"Colin Kaepernick,QB";0;2;0;0;0;0;0;0;0;0;0;0;0;2
6898;;"Anthony Gordon,QB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;;"Robert Griffin,QB";1;0;0;0;0;0;1;0;0;0;0;0;0;1
345;;"Brian Hoyer,QB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;;"Jeff Driskel,QB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
5046;;"Royce Freeman,RB";2;2;4;6;13;3;1;0;0;0;0;0;0;29
5889;;"Bryce Love,RB";1;3;7;2;2;3;0;0;0;0;0;0;0;17
184;;"Adrian Peterson,RB";2;0;7;1;2;5;1;0;0;0;0;0;0;16
6153;;"Dexter Williams,RB";0;0;0;1;0;0;0;0;0;0;0;0;0;1
5107;;"Jaylen Samuels,RB";0;0;1;3;1;3;0;0;0;0;0;0;0;8
6068;;"Devine Ozigbo,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
5162;;"Reggie Bonnafon,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
2168;;"Devonta Freeman,RB";0;3;1;3;1;1;0;0;0;0;0;0;0;9
6178;;"Darwin Thompson,RB";0;3;3;1;2;3;0;0;0;0;0;0;0;12
4718;;"Dare Ogunbowale,RB";0;1;0;0;0;0;0;0;0;0;0;0;0;1
5100;;"Jordan Wilkins,RB";0;0;0;2;1;1;0;0;0;0;0;0;0;4
788;;"Dion Lewis,RB";0;0;0;0;1;0;0;0;0;0;0;0;0;1
2399;;"Ty Montgomery,RB";0;1;1;0;1;0;0;0;0;0;0;0;0;3
6992;;"Michael Warren,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
3868;;"Jalen Richard,RB";0;0;2;4;0;1;0;0;0;0;0;0;0;7
5918;;"Rodney Anderson,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
1502;;"Chris Thompson,RB";0;0;0;0;1;0;0;0;0;0;0;0;0;1
6311;;"Patrick Laird,RB";0;0;0;0;0;1;0;0;0;0;0;0;0;1
4651;;"Corey Clement,RB";0;1;0;1;0;0;0;0;0;0;0;0;0;2
5536;;"Dontrell Hilliard,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
5163;;"Ryan Nall,RB";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7109;;"Malcolm Perry,WR";2;0;2;0;0;0;2;0;0;0;0;0;0;4
344;;"Julian Edelman,WR";0;10;6;6;6;0;0;0;0;0;0;0;0;28
5915;;"Andy Isabella,WR";7;6;1;9;8;14;1;0;0;0;0;0;0;39
7085;;"Isaiah Coulter,WR";0;4;5;2;2;2;0;0;0;0;0;0;0;15
5130;;"Auden Tate,WR";2;3;7;5;5;4;0;0;0;0;0;0;0;24
642;;"Golden Tate,WR";2;5;3;5;2;3;1;0;0;0;0;0;0;19
6920;;"Isaiah Hodgins,WR";1;2;0;4;1;2;0;0;0;0;0;0;0;9
6866;;"K.J. Hill,WR";2;2;2;2;2;2;0;0;0;0;0;0;0;10
6957;;"James Proche,WR";1;0;3;2;2;1;0;0;0;0;0;0;0;8
5863;;"J.J. Arcega-Whiteside,WR";5;4;2;3;5;4;2;0;0;0;0;0;0;20
5323;;"Equanimeous St. Brown,WR";0;1;1;0;2;2;0;0;0;0;0;0;0;6
2381;;"Chris Conley,WR";1;0;2;1;1;2;0;0;0;0;0;0;0;6
1071;;"Mohamed Sanu,WR";0;1;0;0;0;0;0;0;0;0;0;0;0;1
1555;;"Kenny Stills,WR";1;0;0;0;0;1;0;0;0;0;0;0;0;1
7076;;"Jeff Thomas,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
6913;;"Joe Reed,WR";1;1;1;0;2;3;1;0;0;0;0;0;0;8
6088;;"Olabisi Johnson,WR";0;1;1;0;0;1;0;0;0;0;0;0;0;3
4252;;"Isaiah Ford,WR";0;0;0;1;0;0;0;0;0;0;0;0;0;1
223;;"Larry Fitzgerald,WR";0;1;2;1;0;1;0;0;0;0;0;0;0;5
695;;"Ted Ginn,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
2291;;"Dontrelle Inman,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7550;;"Warren Jackson,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7566;;"Damonte Coxie,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7757;;"Ben Skowronek,WR";0;0;0;0;0;0;0;0;0;0;0;0;0;0
6956;;"Devin Asiasi,TE";2;8;7;8;4;4;0;0;0;0;0;0;0;31
1793;;"Trey Burton,TE";1;1;6;5;2;4;0;0;0;0;0;0;0;18
6865;;"Colby Parkinson,TE";2;0;1;2;0;2;1;0;0;0;0;0;0;6
7082;;"Dalton Keene,TE";0;4;1;1;0;6;0;0;0;0;0;0;0;12
284;;"Delanie Walker,TE";0;0;0;1;0;0;0;0;0;0;0;0;0;1
1388;;"Tyler Eifert,TE";1;3;3;2;1;3;0;0;0;0;0;0;0;12
1592;;"Darren Fells,TE";2;0;1;1;1;1;1;0;0;0;0;0;0;5
58;;"Greg Olsen,TE";1;0;1;0;0;1;0;0;0;0;0;0;0;2
5285;;"Ross Dwelley,TE";1;1;0;2;1;1;0;0;0;0;0;0;0;5
1587;;"Vance McDonald,TE";0;1;0;0;0;0;0;0;0;0;0;0;0;1
2146;;"Richard Rodgers,TE";1;1;1;1;0;1;0;0;0;0;0;0;0;4
4531;;"Ricky Seals-Jones,TE";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7460;;"Jake Burt,TE";0;0;0;0;0;0;0;0;0;0;0;0;0;0
1425;;"Ryan Griffin,TE";0;0;0;0;0;0;0;0;0;0;0;0;0;0
7842;;"Luke Farrell,TE";0;0;0;0;0;0;0;0;0;0;0;0;0;0
