tradeid;time;leagueid;items1;items2;owner1;owner2;rounds
680516650495176704;1616610363295;673750151801708544;2021-19.10;"2021-24.09; 2022-03";461547402235473920;384789861720137728;30
680517335462809600;1616610520839;680178413322993664;"2021-06.07; 2023-03";2021-05.11;617173301885739008;656303189787762688;26
680517592300994560;1616610807348;660668172608794624;"2021-07.07; 2021-08.07; 2022-02";"2021-06.12; 2022-04";417031776762875904;602614490479005696;38
680522015140016128;1616611663275;643957505994776576;"2021-03.10; 2021-04.10; 2021-06.10";"2021-01.08; 2022-03; 2022-04";573689791924957184;587700731260207104;30
680522435639975936;1616613147815;679141442660134912;"2021-11.10; 2022-01";"2021-08.11; 2022-03";376081461243338752;667814269118656512;36
680523061564346368;1616783434694;677575852879335424;2021-02.07;"2021-02.01; 2021-07.01";677952853481959424;68099914655481856;28
680524611082866688;1616612756602;653799182364139520;"2021-20.12; 2022-03; 2021-16.08; 2021-12.07";"2021-10.09; 2021-14.09; 2021-22.09";678451364644360192;385853621440565248;38
680527295491944448;1616613062982;680111822384205824;2021-01.09;"2021-01.13; 2022-02";79379013030002688;441787701977411584;26
680528029692264448;1616613059333;678038680023179264;"2021-12.10; 2023-04";"2021-12.08; 2021-16.08";472116546471194624;76485362318721024;29
680529304802664448;1616613520522;653670977955262464;"2021-07.12; 2023-01; 2021-03.01";"2021-05.09; 2021-03.06";374575842090569728;644893608289333248;60
680529914448916480;1616621061515;650742885087526912;"2021-03.10; 2021-03.12";2021-03.06;449614918979678208;429190297382027264;5
680530068031741952;1616614326001;680178413322993664;"2021-02.01; 2021-09.10";"2021-10.06; 2021-05.06; 2023-01";623748547824926720;94545593388908544;26
680533640261750784;1616614496085;678038680023179264;2021-12.07;"2022-02; 2021-18.02";609261979873390592;581717836544643072;29
680533915588431872;1616614467265;653681597291245568;2021-02.01;2021-02.07;458028287617134592;556336759403184128;3
680533952930332672;1616647920638;678360228042973184;2021-04.06;2021-05.02;457468222791217152;459522736360779776;27
680534330400915456;1616614779060;677590219972734976;"2021-12.06; 2021-04.06";"2021-05.04; 2021-09.09";471014772037382144;457832256921137152;28
680535290384842752;1616614815222;678837358333894656;"2021-12.09; 2023-01";2023-01;416027914165817344;453281922001399808;30
680535623051845632;1616615036572;660668172608794624;"2021-07.04; 2021-10.08; 2022-03";"2021-12.07; 2021-06.07";602614490479005696;325943249887850496;38
680540207363215360;1616615973816;679370361862696960;"2021-15.01; 2021-09.01";"2021-12.09; 2021-10.11";522596906857193472;534129022018375680;26
680541785482653696;1616616334849;651946024381808640;"2021-10.02; 2021-11.02";2021-09.07;431207406467293184;362099164278046720;36
680542805629698048;1616616685668;677299566025990144;"2021-10.01; 2021-08.01; 2022-02";"2021-14.04; 2021-06.04";669713701560991744;610194945319485440;29
680544511264395264;1616617337895;649959444196716544;2021-01.04;2021-01.06;389492693073473536;544991033327116288;4
680544695461453824;1616617100660;679902382041141248;2021-05.08;"2021-14.05; 2023-01";465210060809695232;559256740723863552;25
680545017621721088;1616932017041;660934302506221568;2021-03.07;2021-03.05;193773137697964032;458364240743362560;5
680545960941686784;1616626904017;674013000100818944;2021-13.03;"2021-15.03; 2021-18.06";563807892080017408;397832124436090880;36
680546785852227584;1616617563923;679959962415374336;"2023-01; 2023-03";2021-04.12;557007404236476416;469331558478639104;26
680548982488887296;1616618551102;654515888304791552;"2021-03.04; 2021-06.04; 2022-03; 2021-08.05";"2021-03.11; 2021-06.11; 2021-08.11; 2022-02";387279923766931456;473112399382048768;27
680551819625168896;1616618851123;679141442660134912;"2021-10.02; 2021-09.02; 2022-02";"2021-12.04; 2021-08.04";585961054668894208;669705290345689088;36
680552746830589952;1616619420280;679135471644807168;"2021-13.01; 2021-08.01; 2022-04";"2021-09.09; 2021-10.01";668718786068688896;455185230890790912;30
680554863578394624;1616619461821;672948858933805056;"2021-05.05; 2021-06.05";"2021-04.07; 2021-08.07";431201599533088768;599388399073288192;29
680556986605047808;1616619996441;660668172608794624;"2021-16.04; 2021-06.04";"2021-10.05; 2021-09.05; 2022-02; 2022-04; 2023-04";316065058822037504;464516372764815360;38
680561289658994688;1616623022733;677016135476019200;"2021-11.09; 2021-17.09";"2021-12.10; 2021-13.10";327299277174870016;467991855003332608;58
680562037729882112;1616621312132;679828818067795968;"2021-23.06; 2021-29.06; 2021-30.06";"2021-24.02; 2021-25.02; 2021-26.02";639852555660271616;426856278317338624;30
680562061306052608;1616621826113;679479265250590720;"2021-07.11; 2021-13.02; 2021-05.02; 2022-01";"2021-11.11; 2021-17.11; 2022-03; 2021-03.09";562467783325749248;679493293054189568;30
680563171970347008;1616626765481;679141442660134912;2021-09.04;2023-01;667814269118656512;585961054668894208;36
680563222402650112;1616624642145;679545785989279744;"2021-16.03; 2021-17.03";2021-14.01;678971490988806144;525430175361777664;21
680563742576041984;1616621628425;679876344057798656;"2021-01.06; 2022-02; 2023-02";"2021-02.01; 2021-05.01; 2022-01";474736512047509504;472434530850959360;28
680564289458765824;1616622481312;643957505994776576;"2021-01.04; 2021-08.04";"2021-01.10; 2021-11.10; 2021-08.10";587700731260207104;515440102882201600;30
680564332135780352;1616622096259;680178413322993664;"2021-11.11; 2021-07.11";"2021-08.07; 2023-02";656303189787762688;617173301885739008;26
680565879892684800;1616622144302;679876344057798656;"2021-02.01; 2021-12.06";"2021-03.10; 2021-04.10";83589053660151808;472434530850959360;28
680566142011506688;1616622187121;680509190166343680;2021-01.03;"2021-03.02; 2021-05.02; 2022-01";342083707525537792;566448473196691456;35
680567433114787840;1616622874158;643957505994776576;2021-01.05;"2021-13.02; 2021-17.10; 2021-01.08";587700731260207104;538471372624064512;30
680568099887472640;1616630080616;671684620605034496;2021-35.06;"2021-36.04; 2021-38.04";413774348453695488;649864467160584192;38
680569398511095808;1616622964272;676746796210421760;"2021-22.05; 2021-23.05";"2021-22.01; 2021-23.01";457468222791217152;595653160551378944;25
680569550189711360;1616623726910;679876344057798656;"2021-02.01; 2021-02.10; 2021-06.10";"2021-01.05; 2021-09.05";550165933667827712;83589053660151808;28
680572559795761152;1616624166823;678379646206713856;"2021-13.12; 2021-16.12; 2021-18.12";"2021-15.07; 2021-17.07; 2021-14.09";467462920280731648;391244345476411392;27
680572785415753728;1616623853629;676480089013170176;2021-02.14;"2021-02.10; 2021-04.10";675944184355557376;675936263110459392;22
680576346899968000;1616624844813;666368530555428864;"2021-03.10; 2021-10.03; 2023-03";"2021-04.05; 2021-06.02";667178763636805632;667055418526228480;30
680577849412915200;1616624995814;660668172608794624;"2021-14.05; 2022-01";2021-07.07;417031776762875904;316065058822037504;38
680577856987799552;1616624953788;679963392785580032;"2021-13.12; 2023-01; 2021-10.01";2021-03.11;647589796851589120;611434159508090880;27
680580525227872256;1616626409773;679963392785580032;2021-04.02;"2021-09.11; 2023-01";647589796851589120;522610528298483712;27
680586654624350208;1616627151722;672948858933805056;"2021-05.10; 2021-05.04";"2021-07.06; 2021-17.10; 2022-01";75700453090148352;666798925616852992;29
680588669823827968;1616627582321;679959962415374336;2021-03.12;"2022-02; 2023-01; 2023-04";472035634760904704;557007404236476416;26
680589550434742272;1616627834087;650045479744270336;"2021-03.05; 2021-04.05; 2022-02";2021-02.06;413923947877236736;455491617306963968;4
680589669355823104;1616627797206;679963392785580032;"2021-05.12; 2021-03.01; 2021-09.01";"2021-11.11; 2021-02.01; 2021-06.01";647589796851589120;565549153554452480;27
680593479700664320;1616628692194;677299566025990144;2023-01;2023-01;669713701560991744;627755440205266944;29
680595310011047936;1616629104628;672948858933805056;2022-01;2021-06.06;666798925616852992;463191083094896640;29
680601042014011392;1616630518887;653799182364139520;"2021-13.12; 2021-17.12; 2021-04.12; 2022-01";"2021-10.01; 2021-20.01; 2021-03.01; 2022-02";539694130734067712;385853621440565248;38
680603475721121792;1616632389939;676638990702583808;2021-01.09;2021-01.05;343765089419055104;549024666197929984;3
680604230700056576;1616632935121;680509190166343680;"2021-01.08; 2021-02.08";"2021-01.10; 2021-02.10";568903766444744704;603799257245364224;35
680604311297798144;1616631677750;679963392785580032;"2021-04.09; 2021-05.09";"2021-03.06; 2021-07.06";568556169148694528;465633471092486144;27
680604463630712832;1616631343649;679876344057798656;"2021-02.05; 2021-08.05";"2021-11.03; 2021-03.03; 2021-06.03";474734332003479552;550165933667827712;28
680604650642145280;1616631429561;677742014984433664;"2021-23.09; 2021-24.09";2021-23.01;317886415180402688;605550124256550912;29
680604940665720832;1616632123165;660668172608794624;"2021-09.07; 2021-10.08";2021-08.08;452158853002293248;602614490479005696;38
680605482376859648;1616631545716;680434396439867392;"2021-01.05; 2021-13.05; 2021-02.05; 2021-04.05";"2021-01.02; 2021-14.02; 2021-02.02; 2021-06.02";466692547620630528;428111222118809600;25
680608202513014784;1616632193444;677575852879335424;"2021-05.06; 2021-09.07";"2021-10.09; 2021-08.09; 2022-01";531769027404611584;558131956797526016;28
680609688533950464;1616632616997;679876344057798656;2021-02.06;"2021-12.03; 2021-05.03; 2022-01; 2021-08.05";474734332003479552;472434530850959360;28
680611925788303360;1616634309025;660668172608794624;"2022-02; 2021-12.07; 2022-04";2021-10.08;452158853002293248;325943249887850496;38
680618565388296192;1616637618100;658573189537918976;"2021-43.01; 2021-50.01; 2021-57.11; 2021-47.02; 2021-54.02";"2021-43.06; 2021-48.06; 2021-51.06; 2021-55.06; 2021-57.06";304094540258619392;610340172126601216;58
680620676947726336;1616635353912;680534931457273856;"2021-01.06; 2021-08.06";"2021-02.04; 2021-03.04";431581746941665280;643237638190493696;16
680621564856692736;1616635625391;680433137548881920;"2021-10.06; 2021-02.06; 2021-05.06";2021-01.05;577916708954607616;583421976731758592;6
680624322380914688;1616636501484;679141442660134912;"2021-11.10; 2021-10.11";"2021-12.10; 2021-09.04";667814269118656512;376081461243338752;36
680624458158895104;1616638212682;676480089013170176;"2021-03.14; 2021-04.14; 2021-05.14";"2021-13.03; 2021-03.03";566860871478067200;675936263110459392;22
680625719058956288;1616636359369;646265485104627712;2021-14.11;"2021-11.08; 2021-18.08";372315021482569728;462687004631494656;28
680625903184728064;1616636444946;680534931457273856;"2021-02.13; 2021-03.13";"2021-01.07; 2021-08.07";340503798705369088;605098241343705088;16
680626858068353024;1616636824863;679876344057798656;"2021-03.02; 2021-04.02; 2021-07.02; 2022-01";"2021-03.03; 2021-03.05; 2023-01";550165933667827712;606205675059621888;28
680627856363036672;1616636898428;679800280405073920;2021-10.04;"2021-10.08; 2021-13.08";679840460793028608;414480354582200320;31
680628734386077696;1616637078343;680434396439867392;"2021-01.08; 2021-03.08; 2021-06.08";"2021-01.06; 2021-04.06; 2021-06.06";469301246558203904;454431408304156672;25
680629255339573248;1616637501925;680522598026637312;"2021-01.02; 2021-03.02";"2021-01.01; 2021-04.01";402896745207443456;434949039532797952;34
680632118119858176;1616637871337;678408245651525632;"2021-03.03; 2021-09.06";2021-01.05;473341241807859712;343205059909124096;30
680635649186963456;1616638793279;676480089013170176;"2021-03.07; 2021-07.07";2021-03.03;675936263110459392;651289834748502016;22
680635696217677824;1616638746400;680256402706460672;"2021-02.11; 2021-09.11";"2021-04.09; 2021-06.09; 2021-08.09";453115197217828864;472464022415863808;26
680636642112937984;1616639274665;679828818067795968;"2021-03.06; 2021-07.01; 2022-01; 2023-01";"2021-01.05; 2021-05.05";547813091002425344;426856278317338624;30
680637354901315584;1616639697401;677016135476019200;"2021-11.04; 2021-12.04";"2021-10.04; 2021-16.05";431325306695974912;468868420872433664;58
680637528222556160;1616639474647;680111822384205824;"2021-04.13; 2021-06.13; 2021-08.13";"2021-04.12; 2021-05.12; 2021-07.12";611992840871944192;79379013030002688;26
680638481961140224;1616639691672;677016135476019200;"2021-11.03; 2021-15.03";2021-11.05;431325306695974912;678002872616579072;58
680641138746544128;1616640097424;680538410993147904;"2021-01.10; 2021-13.10";"2021-03.06; 2021-06.06";453115197217828864;471811234174332928;30
680642117864869888;1616640321342;676516877341618176;"2021-27.12; 2021-29.12";2021-26.05;608679541673639936;611729831431884800;35
680644150131007488;1616640811379;680538410993147904;2021-01.01;"2021-01.12; 2022-01";332562739333464064;416989504579043328;30
680644267009478656;1616640813596;680534931457273856;"2021-03.11; 2021-04.11";"2021-02.03; 2021-05.03";641897076539637760;670758445661642752;16
680644656635133952;1616641494828;660668172608794624;"2021-10.12; 2021-11.12; 2021-09.12";2023-01;325943249887850496;417031776762875904;38
680645168885489664;1616641206907;679135471644807168;"2021-10.09; 2021-18.09";"2021-22.12; 2022-02; 2021-12.04";461230402724425728;668718786068688896;30
680647655948353536;1616641917677;680433137548881920;"2021-03.06; 2021-06.06; 2021-07.06; 2022-01";"2021-01.07; 2021-09.07";591077989186310144;583421976731758592;6
680649168447930368;1616643425271;672948858933805056;"2021-06.08; 2021-08.08; 2022-02";"2021-10.06; 2021-05.06";666798925616852992;472900916329050112;29
680651503890923520;1616642536416;672860933818761216;2021-01.10;"2022-01; 2022-01";474753016382091264;470108105334583296;22
680653662594347008;1616643017736;679248707513835520;"2021-15.02; 2021-16.02; 2022-03";"2021-14.03; 2021-20.03";629429868479737856;669705290345689088;32
680660677286752256;1616644732156;680256402706460672;2021-02.06;"2021-10.09; 2021-05.09";453115197217828864;459149878476402688;26
680689137824669696;1616652031040;677575852879335424;2021-05.07;"2021-10.08; 2021-08.08";649752380061114368;558131956797526016;28
680690141097984000;1616687293345;653455618652327936;2021-01.02;"2021-03.05; 2021-01.09; 2021-01.10";337304276038594560;534971305763479552;4
680703047692820480;1616655106248;677575852879335424;"2021-11.03; 2021-07.03";2021-05.09;558131956797526016;468706658088906752;28
680710509485408256;1616656589713;679963392785580032;"2021-04.11; 2021-06.01";"2022-02; 2021-04.02; 2021-05.12";647589796851589120;565549153554452480;27
680730969333891072;1616661491828;653670977955262464;"2021-16.02; 2022-01";2021-04.05;438122071541673984;578598491308204032;60
680733558221901824;1616662188612;679963392785580032;2021-05.09;2023-01;597419375095504896;568556169148694528;27
680765274114322432;1616669848144;653670977955262464;"2021-14.12; 2021-06.12; 2021-09.12";"2021-12.08; 2021-04.08";465293214367084544;644893608289333248;60
680769977799778304;1616671102731;679876344057798656;"2021-05.07; 2021-07.07";"2021-11.05; 2021-04.02";550165933667827712;395990344895873024;28
680770757009182720;1616670958375;649913810903203840;"2021-01.12; 2021-03.06";"2021-03.02; 2023-01";406461721721450496;326941898625282048;4
680780011749314560;1616673157701;676999282485714944;"2021-02.02; 2021-06.02";2021-01.13;76405944292360192;397832124436090880;40
680780100668567552;1616673219630;677192092941889536;"2021-03.08; 2021-07.08; 2022-01";2021-02.07;205409743743754240;96421515054432256;52
680780708851052544;1616675159445;666368530555428864;"2021-04.10; 2021-05.10; 2021-07.10";"2021-04.09; 2021-05.09; 2021-07.09";666877840788107264;454048316066361344;30
680785291354636288;1616674423436;679177594393931776;"2021-10.07; 2021-11.07";"2021-14.01; 2021-15.01; 2022-01";575785348135780352;542794726009602048;30
680787287046443008;1616675007521;650818865403645952;2022-01;2022-01;435800650018713600;498366864963923968;4
680788412436930560;1616675295449;680623896596135936;"2021-03.11; 2021-04.11";"2021-01.06; 2021-07.06";580141991677964288;587483408683282432;25
680788842449567744;1616675337734;680538410993147904;"2021-11.01; 2021-02.01";"2021-03.02; 2021-06.02";545462875983597568;416989504579043328;30
680792505897275392;1616678494777;679959962415374336;"2021-06.06; 2021-08.06";2021-05.07;447906112570650624;469331558478639104;26
680793942735814656;1616680407551;679963392785580032;"2021-05.05; 2021-06.05; 2023-01";"2021-02.08; 2023-02";597419375095504896;301966631867785216;27
680796621147009024;1616677106843;680623896596135936;"2021-01.06; 2021-07.06";"2021-03.11; 2021-04.11";580141991677964288;587483408683282432;25
680796842602090496;1616677192967;680623896596135936;"2021-03.11; 2021-04.11";"2021-01.02; 2021-07.02";509420406293413888;587483408683282432;25
680799434476429312;1616683670184;675859246432202752;2021-02.11;"2021-02.05; 2021-03.05";586419741443264512;83589053660151808;4
680800008001351680;1616678005542;680111822384205824;"2021-05.05; 2021-07.05";"2021-05.13; 2021-07.13; 2023-01";79379013030002688;644961384769101824;26
680801865797021696;1616763181991;649994197218189312;2021-02.05;"2021-02.10; 2021-04.11";445452451349262336;431521515398254592;5
680802413103370240;1616678490205;672150765053231104;"2021-01.09; 2021-02.09; 2021-04.09";"2021-01.05; 2021-05.05";454691171587846144;584517765801480192;6
680804202246631424;1616679109161;650106563180199936;"2022-01; 2022-02";2021-01.12;77230384135684096;317761100336627712;5
680804333717090304;1616679036487;676999282485714944;"2021-04.08; 2021-06.08";"2021-02.13; 2021-09.13";76405944292360192;545076604061642752;40
680809781937668096;1616680402298;679963392785580032;"2021-05.09; 2021-05.08";"2021-04.04; 2021-07.04";434764150694998016;597419375095504896;27
680809908236558336;1616680319244;680623896596135936;"2021-01.08; 2021-06.08";2021-01.04;598277888923467776;636754001857245184;25
680814461635895296;1616681748891;680623896596135936;"2023-01; 2023-02; 2023-03";"2023-01; 2023-02; 2023-03";497974858064326656;636754001857245184;25
680814574420729856;1616681849539;679876344057798656;2021-04.06;"2021-05.09; 2021-07.09";438502669460434944;472434530850959360;28
680817400634998784;1616682087899;679963392785580032;2021-05.05;"2021-12.11; 2021-14.11; 2021-16.11; 2021-07.11; 2021-09.01";647589796851589120;597419375095504896;27
680817514199973888;1616682345483;679876344057798656;"2022-01; 2023-01";2021-04.05;550165933667827712;474787485428215808;28
680819241309503488;1616683145663;676480089013170176;"2021-10.11; 2021-03.11; 2021-04.11";"2021-03.04; 2021-04.04";675942422823370752;679117483457712128;22
680820478536916992;1616683014280;679963392785580032;2021-08.08;"2023-03; 2021-10.02; 2021-10.01";647589796851589120;597419375095504896;27
680822886038040576;1616683648530;657072341867651072;2021-02.12;"2021-02.05; 2021-02.06";650473813569544192;330416158870085632;4
680823053088817152;1616713724514;669712507841101824;2021-31.03;2021-31.04;194505443391832064;462787143668854784;31
680824498139783168;1616683809009;649912397049458688;"2021-02.02; 2022-01";2021-01.07;432300323709669376;559564290004516864;3
680829296134127616;1616685327293;679863342537474048;"2021-05.06; 2021-09.06; 2022-01";"2021-11.12; 2021-03.12; 2022-02";539881364711698432;643093116252962816;28
680830933569445888;1616685751823;677192092941889536;"2021-12.10; 2021-03.10; 2021-06.10";"2021-10.05; 2021-14.05; 2021-02.05";566817096674643968;567717691840245760;52
680831955943665664;1616685666353;678011345299394560;"2021-28.11; 2023-02";2021-20.07;670749158214266880;591077989186310144;35
680834271560167424;1616688224662;654515888304791552;"2021-22.04; 2021-04.04";"2021-12.03; 2021-05.03";433439684438257664;473112399382048768;27
680837152006799360;1616687610576;676480089013170176;"2021-03.13; 2021-05.13";2021-03.07;675936263110459392;676487481658548224;22
680838196564660224;1616687135448;664934930626719744;2021-04.09;"2021-04.04; 2022-03; 2023-02";410148518422913024;428404884266569728;30
680839092161802240;1616689278292;676999282485714944;"2021-01.01; 2021-08.01";"2021-01.06; 2021-03.06";577438134074126336;444660453499465728;40
680840416785924096;1616687675265;680538410993147904;"2021-04.04; 2021-09.04";"2021-03.07; 2021-06.07";455004340336193536;585808028620591104;30
680842781282856960;1616688309236;680538410993147904;"2021-12.04; 2021-04.04; 2021-06.04";"2021-12.07; 2021-03.07; 2021-08.07";455004340336193536;585808028620591104;30
680846897417621504;1616689267901;652295575030550528;"2021-01.07; 2021-02.08";"2021-02.03; 2021-01.05";470415525067878400;335228607544721408;4
680852500768727040;1616695764101;650580669981880320;"2021-01.12; 2021-01.05";"2021-01.03; 2022-02";214494796155199488;395789677044469760;4
680853775220572160;1616690777880;679876344057798656;"2022-01; 2023-01";2021-06.06;472434530850959360;395990344895873024;28
680855114084331520;1616692382572;666368530555428864;"2021-12.02; 2021-04.02";"2021-10.08; 2021-05.08; 2023-03";459812856599146496;469894863152738304;30
680855981948747776;1616691263748;653670977955262464;"2021-05.02; 2021-08.02";"2021-18.06; 2021-05.06; 2021-08.06";535158820721983488;578598491308204032;60
680857409584955392;1616691735401;674013000100818944;"2021-09.09; 2021-07.03";"2021-14.05; 2021-05.05; 2022-03";76744064565133312;461217155413700608;36
680859623313448960;1616696459653;674302718327730176;2021-21.07;"2021-22.06; 2021-23.06";456832697323483136;459432171875069952;28
680861279623159808;1616692550473;679951870621446144;"2021-11.07; 2021-16.07; 2021-03.07; 2022-03";"2021-01.09; 2021-29.09; 2021-30.09";680076916765560832;209769678183079936;30
680864704536576000;1616693339113;680623896596135936;2021-01.09;"2021-02.04; 2021-06.08";598277888923467776;467991855003332608;25
680865753506877440;1616693673219;653799182364139520;"2021-11.03; 2021-17.03";"2021-11.09; 2021-13.09";678451364644360192;545027231449899008;38
680867109886070784;1616694865403;680538410993147904;"2021-04.06; 2022-02";2021-03.09;454887070804996096;453115197217828864;30
680868241446350848;1616695675779;680538410993147904;"2021-04.07; 2021-07.07";"2021-04.12; 2021-06.12; 2022-02";332562739333464064;455004340336193536;30
680869178726486016;1616694503515;680623896596135936;"2021-03.12; 2021-05.12; 2022-02";2021-01.11;587483408683282432;497974858064326656;25
680873861469777920;1616695526227;679963392785580032;"2021-07.04; 2021-06.08; 2022-01";"2021-04.02; 2023-01";565549153554452480;597419375095504896;27
680875649379950592;1616702964217;678408245651525632;2021-04.03;2021-04.05;473341241807859712;567468932301942784;30
680875694556770304;1616698537930;660668172608794624;"2021-10.06; 2021-18.06";2021-09.12;325943249887850496;673927065757630464;38
680876139568250880;1616696883506;651362075704115200;"2021-03.06; 2021-01.10";2021-01.09;437422394957623296;457478472630005760;5
680876903430684672;1616697109656;680509190166343680;"2021-10.07; 2021-04.07; 2022-01";"2021-13.04; 2021-02.04";474730801167069184;465611130161590272;35
680877888194584576;1616696745182;679963392785580032;"2021-06.05; 2021-07.08; 2022-02";2021-04.01;565549153554452480;597419375095504896;27
680878761360568320;1616696740250;679963392785580032;"2021-15.11; 2021-17.11; 2021-18.11; 2022-03; 2021-05.02";2021-04.02;597419375095504896;647589796851589120;27
680879729678569472;1616696894372;680433137548881920;"2021-10.04; 2021-03.04; 2021-07.04";2021-01.09;335485935263186944;574325382615490560;6
680880017038725120;1616697184410;679963392785580032;"2021-05.05; 2021-06.01";"2021-07.08; 2021-05.01; 2023-02";565549153554452480;647589796851589120;27
680880948295843840;1616697386119;679479265250590720;"2021-29.05; 2021-30.05; 2022-01";"2021-15.12; 2021-16.12";457744044072628224;455239050949816320;30
680881275938103296;1616697916325;674013000100818944;"2021-11.05; 2021-06.05";"2021-07.04; 2021-09.06";355835578647920640;76744064565133312;36
680882355161858048;1616697525419;664934930626719744;"2021-05.06; 2022-02; 2022-03";2021-05.01;549736300529295360;379154985319030784;30
680883205317922816;1616698178886;676999282485714944;"2021-01.07; 2021-08.07";"2021-02.01; 2021-03.01; 2022-03";444660453499465728;393584815812722688;40
680883779924987904;1616698328426;680623896596135936;2021-02.07;"2021-04.12; 2021-07.12; 2022-01";497974858064326656;614585653333676032;25
680885138942406656;1616698207082;679248707513835520;"2021-15.11; 2022-02";"2021-25.09; 2023-01";552296445279703040;451109645444968448;32
680885636487507968;1616698395020;653670977955262464;"2021-10.09; 2021-06.09";"2021-13.07; 2021-05.07";468194017813721088;374575842090569728;60
680886285065347072;1616699708941;680434396439867392;"2021-02.01; 2021-03.01; 2021-05.01";"2021-01.12; 2021-02.12";642588668028076032;472253065102094336;25
680886916916277248;1616698624776;650057773907812352;2022-04;2021-04.12;569258406173216768;475419038101532672;4
680888982963310592;1616699210308;660668172608794624;"2021-10.06; 2021-18.06";2021-09.12;673927065757630464;325943249887850496;38
680890431923351552;1616699539605;680509190166343680;"2021-03.04; 2021-07.04; 2022-04";2021-02.09;541411312319938560;474730801167069184;35
680892554593538048;1616700208843;653670977955262464;2021-06.12;"2021-10.10; 2022-01";466572795640279040;465293214367084544;60
680897006041903104;1616701046828;680433137548881920;"2021-12.11; 2021-03.11; 2021-05.11; 2021-09.11";"2021-01.10; 2021-16.10; 2022-01";574035944160690176;447863629472067584;6
680897862548123648;1616702251485;680522598026637312;"2022-01; 2022-02; 2022-03";2021-07.08;650190282301734912;196445598465921024;34
680897869934301184;1616701686027;654515888304791552;"2021-05.05; 2021-07.05";"2021-05.01; 2021-08.01";95877896253882368;438858642968539136;27
680898447280250880;1616701729240;680433137548881920;"2021-01.11; 2021-13.11";"2021-10.01; 2021-02.01; 2021-06.01";560892689571360768;447863629472067584;6
680898926752112640;1616703740846;679963392785580032;2022-01;2021-05.02;597419375095504896;611434159508090880;27
680899690451005440;1616702217282;679963392785580032;"2021-06.09; 2021-07.06";"2021-13.11; 2021-05.01";647589796851589120;465633471092486144;27
680900953423020032;1616702017368;676544618006941696;2021-25.10;2022-03;634241696284205056;300428763810791424;26
680901289495851008;1616702607689;679248707513835520;"2022-02; 2021-15.09";"2021-18.05; 2022-01";330165251456634880;552296445279703040;32
680903173904334848;1616703502901;677016135476019200;"2021-13.06; 2021-18.06";"2021-14.11; 2021-15.11";656945397532536832;656568104104599552;58
680904575389089792;1616702994426;654515888304791552;2021-05.02;"2021-05.06; 2023-02";474674314377949184;577921322630299648;27
680905768991526912;1616710497516;650175685364645888;"2021-01.09; 2021-02.02";2021-01.05;474730801167069184;647601253806858240;6
680906412745904128;1616703474299;680538410993147904;"2021-15.01; 2021-06.02";"2021-07.03; 2021-09.03";547847469587509248;416989504579043328;30
680908841734471680;1616705397597;680433137548881920;"2021-02.08; 2021-04.08";2021-01.12;341425758033440768;636740213196103680;6
680911430668615680;1616705085187;680433137548881920;2021-02.07;"2021-04.09; 2022-02; 2021-07.04";335485935263186944;591077989186310144;6
680913678492577792;1616705585798;669267056599834624;"2021-18.09; 2021-19.09";"2021-17.04; 2021-20.04";675143207201345536;356859103680835584;28
680915815414996992;1616711627507;652446605005365248;"2021-01.02; 2021-02.02";2021-01.01;467148000762785792;339170600977190912;5
680916808441606144;1616705747019;679959962415374336;2023-01;2021-06.07;447906112570650624;335600329133416448;26
680917253528559616;1616705864331;678103044147220480;"2021-17.12; 2022-02";2021-17.07;561051585017647104;664022488577011712;28
680918529041551360;1616706187924;655171830021165056;"2021-16.02; 2021-17.02";"2021-16.11; 2021-18.11";673927065757630464;556884014788546560;30
680925807232782336;1616707884038;680509190166343680;2021-03.03;"2021-04.11; 2021-08.11";462257441967435776;566448473196691456;35
680929271962726400;1616709042936;680256402706460672;"2021-07.02; 2022-01";2021-04.06;459149878476402688;419993700467216384;26
680929975498506240;1616709068533;680538410993147904;"2021-06.04; 2021-18.07";"2021-07.04; 2021-12.07";585808028620591104;455004340336193536;30
680930706142085120;1616709521301;679959962415374336;"2021-07.09; 2023-02";2021-07.02;299252645695066112;607407495635357696;26
680933328886534144;1616712059836;666426809134432256;2022-01;"2021-10.07; 2021-12.07";518959364654387200;521710387988647936;39
680933614061420544;1616709780946;667830028922314752;"2021-14.12; 2021-16.12";2021-13.06;566679111256621056;108721103366930432;25
680935636617719808;1616710368491;672948858933805056;"2021-10.02; 2022-01";2021-07.05;599388399073288192;605613203451371520;29
680937918285545472;1616711176140;672948858933805056;2021-07.03;"2021-09.02; 2022-02; 2022-03";605613203451371520;463191083094896640;29
680939326594457600;1616712418886;679902382041141248;"2021-12.07; 2021-07.07";"2021-08.06; 2021-09.06";679915448485085184;363533105748901888;25
680939822470201344;1616711233844;679959962415374336;"2021-07.05; 2022-03; 2022-04";2021-07.04;335600329133416448;472035634760904704;26
680941850592350208;1616712243302;680623896596135936;"2021-05.04; 2021-09.04; 2023-02";"2021-04.12; 2021-12.07";614585653333676032;598277888923467776;25
680942410938798080;1616712307567;659105173842522112;"2021-01.01; 2021-06.01";"2021-01.03; 2021-05.03";644893608289333248;505043796598190080;50
680943241557798912;1616712172982;680509190166343680;2021-03.07;"2021-03.09; 2021-08.09";541411312319938560;465611130161590272;35
