tradeid;time;leagueid;items1;items2;owner1;owner2;rounds
657286420829933568;1611071878555;656220313687785472;2021-14.11;2021-17.07;335975892813643776;443843690276843520;28
657292515115876352;1611090560356;656191707611734016;"2021-01.11; 2021-10.11; 2021-07.11; 2022-02";"2021-02.03; 2021-04.03; 2021-05.03; 2022-01";604830209480384512;686698579217182720;42
657296672338026496;1611074294179;656143116415377408;2021-04.03;2022-01;569945703944613888;543617957088124928;26
657296875610791936;1611074952775;655603558292471808;"2021-11.12; 2021-12.12";"2021-10.05; 2021-15.05";580215697397817344;578305719820918784;30
657299498791448576;1611074983944;651915392750563328;"2021-01.02; 2021-02.11";"2021-01.07; 2021-01.09";368328018256474112;223319511896420352;4
657302037872070656;1611075720143;657069576844058624;"2021-02.02; 2021-05.02; 2021-08.02";"2021-11.11; 2021-02.11; 2022-01";431586327813685248;625090720163774464;36
657302709401112576;1611076049328;656191707611734016;2021-01.09;2021-06.08;420130433510948864;455575066944466944;42
657305227912880128;1611076355749;655104821526888448;"2021-16.11; 2021-18.11; 2021-15.01";"2021-14.02; 2021-19.02";508377703880040448;509242766441705472;31
657308543023685632;1611077216300;654494138275811328;"2021-10.07; 2021-15.10; 2021-10.08; 2021-12.08";"2021-12.13; 2021-15.13; 2021-17.13; 2021-07.13";654405219777601536;548766664888242176;32
657315240962244608;1611078687080;651678420857700352;"2021-04.11; 2022-01";2021-03.03;462093929177673728;634241696284205056;27
657320150739038208;1611079922497;645129762402050048;2021-06.03;"2023-01; 2023-01";388406451430805504;386053893727150080;34
657323691729846272;1611080751710;651678420857700352;2021-08.05;2021-03.02;361174518108057600;355619110668890112;27
657324625977495552;1611080934730;654163970411819008;"2021-21.08; 2022-03";2021-18.04;372315021482569728;359106751842562048;34
657324810199724032;1611081064341;645730345077006336;"2021-04.01; 2022-01";"2021-12.12; 2021-04.12";413768210878304256;428303310831751168;36
657332495263576064;1611083013582;655600800726351872;"2021-11.10; 2021-19.10; 2021-18.09";"2021-16.06; 2021-13.12; 2021-15.12";395013709992312832;594242128851296256;40
657334272671182848;1611083307201;650128663987191808;"2021-13.13; 2021-29.13; 2021-03.13; 2021-08.13";"2021-05.10; 2021-06.10; 2021-13.04; 2021-29.04";540745985695088640;655868477139144704;37
657336429109678080;1611083914245;651722831255683072;"2021-22.07; 2021-24.07; 2022-04";"2021-22.09; 2021-24.09";473971940705431552;538484590163619840;36
657339896121335808;1611084568618;656356752295571456;2021-11.10;"2021-11.06; 2021-20.06";627148414278242304;575182127890374656;31
657340048328437760;1611084706973;656741144146845696;"2021-05.07; 2021-09.07";"2021-14.01; 2021-05.01";656938347402469376;472900916329050112;30
657344178308599808;1611086682483;654007313807532032;2021-14.11;"2021-16.08; 2021-16.11";438052760600965120;76331608764203008;37
657345012073345024;1611085865295;650128663987191808;"2021-14.12; 2021-04.12; 2021-05.12";"2021-12.01; 2021-06.01; 2021-03.11";649741692861267968;533443391720521728;37
657345923772420096;1611086648507;656356752295571456;"2021-12.12; 2021-20.12";2021-11.09;624414217415491584;592865613475532800;31
657348717761904640;1611087234889;650128663987191808;"2021-12.01; 2021-03.12";"2021-03.13; 2021-12.04";540745985695088640;533443391720521728;37
657349550855516160;1611092048394;654007313807532032;"2021-16.05; 2021-16.06";2021-14.10;472416419208753152;438052760600965120;37
657349901264449536;1611086994587;651678420857700352;"2021-04.05; 2021-06.05; 2022-01";2021-03.11;634241696284205056;355619110668890112;27
657350476597112832;1611087095142;651678420857700352;2021-03.06;2021-03.11;355619110668890112;634241696284205056;27
657361397893660672;1611089690288;654756542062637056;"2021-08.03; 2021-09.03";2021-09.08;469324769326526464;471041706242863104;35
657362749357117440;1611090239985;656356752295571456;"2021-11.04; 2021-14.04; 2021-16.04; 2021-18.04";"2021-12.05; 2021-13.05; 2021-15.05; 2021-17.05";343431582801039360;517516077531439104;31
657364566312824832;1611090532638;651678420857700352;2021-03.12;2021-03.07;663750747585880064;650193188853739520;27
657369053492514816;1611091913000;656006867293646848;"2021-12.01; 2021-14.01";2021-12.11;594393407846146048;590321224983293952;29
657370069822717952;1611091783706;654494138275811328;"2021-08.14; 2021-09.14";"2021-08.05; 2021-09.05; 2022-02";584769222559707136;453931838499450880;32
657375168385073152;1611092991860;656191707611734016;2022-01;2022-02;604830209480384512;686698579217182720;42
657377465936715776;1611094401142;656191707611734016;"2021-03.10; 2021-05.10";2021-02.05;340347643030986752;420325179034447872;42
657378991384109056;1611094829709;656244080958861312;"2021-10.12; 2021-09.12";"2021-11.10; 2021-12.10; 2021-13.10; 2023-03";462687004631494656;464812475808739328;30
657379935345803264;1611094144576;656626309811761152;"2021-10.05; 2022-02; 2022-03";2021-08.02;479451902593986560;457671013887373312;33
657382707420016640;1611094860980;657069576844058624;"2021-14.11; 2021-18.11; 2021-03.11; 2021-05.11";"2021-07.11; 2021-11.09; 2021-17.09; 2021-02.07";655637085461512192;431586327813685248;36
657386918266380288;1611095823948;655600800726351872;2021-07.09;"2021-12.07; 2021-15.07; 2021-30.07; 2023-03";589294889078915072;594242128851296256;40
657395229212622848;1611103273829;654494138275811328;2021-08.11;"2021-13.07; 2021-08.07";567345141410263040;386768920012529664;32
657396325880520704;1611103239306;655600800726351872;"2021-35.10; 2021-15.12; 2021-13.07";"2021-12.05; 2021-17.05";465339262489849856;594242128851296256;40
657397564181692416;1611098411090;650128663987191808;"2021-10.11; 2021-05.11; 2021-08.11";2021-04.14;418202796592988160;651624304517324800;37
657398387573870592;1611098526888;655104821526888448;2021-15.12;"2021-15.11; 2021-19.02; 2021-24.02";509242766441705472;491027483013935104;31
657400861395341312;1611099752199;657069576844058624;"2021-02.01; 2022-02";2021-02.06;471448911261724672;572259369223073792;36
657403980116246528;1611108095484;650797143342272512;2021-01.01;"2021-02.12; 2021-01.04; 2021-02.07";342398955478372352;330144663094718464;3
657405331453870080;1611102690106;652840158034497536;2021-07.02;"2021-12.07; 2022-01";473540666408824832;447863629472067584;29
657406038072434688;1611100416350;650128663987191808;"2021-07.11; 2021-09.11; 2021-04.14";"2021-01.10; 2021-10.10";461007020263206912;651624304517324800;37
657411428843589632;1611101743820;657069576844058624;"2021-15.03; 2021-03.10; 2021-04.10";"2021-03.02; 2021-04.02";625090720163774464;416010595712643072;36
657412075970211840;1611101853702;656191707611734016;"2021-03.09; 2021-06.09; 2021-07.09";"2021-02.03; 2021-09.11";686698579217182720;455575066944466944;42
657425282696843264;1611105006147;651678420857700352;2021-05.03;"2021-10.11; 2021-06.05";634241696284205056;462093929177673728;27
657428336523460608;1611108047267;655267326668648448;"2021-16.12; 2021-18.12";2021-14.11;570208584979034112;576375538918289408;26
657436354719887360;1611107721694;654494138275811328;"2021-10.09; 2021-13.09; 2022-03";2021-08.10;437073633198731264;453966066549256192;32
657441400589213696;1611109012647;655131969700585472;2021-01.10;2021-03.08;624314970473078784;341414316114776064;28
657443922620035072;1611109384708;655600800726351872;2021-12.04;2021-13.02;469318159472521216;611035489629306880;40
657444975679737856;1611111556226;652197702649589760;"2021-01.07; 2021-05.07; 2021-08.07";"2021-02.03; 2021-04.03; 2021-06.03";447863629472067584;445977874378256384;30
657447883028635648;1611110454699;656143116415377408;2021-07.08;"2021-20.10; 2021-07.10";91616513874083840;463023307818528768;26
657451489366749184;1611112262680;655609630969372672;"2022-01; 2022-01";2021-04.11;647601253806858240;525430175361777664;25
657452071917793280;1611111548635;656741144146845696;"2021-09.09; 2022-01";"2021-12.04; 2021-06.04";635887073169059840;604431797605986304;30
657458047744040960;1611113880827;652197702649589760;"2021-01.09; 2021-02.09; 2021-04.09";"2021-01.11; 2021-02.11; 2021-04.11";80766107430305792;147482038789095424;30
657458267898875904;1611112851167;655572275512311808;2021-03.11;2021-03.05;516434926406111232;388406451430805504;30
657460050490630144;1611113265231;656741144146845696;"2021-10.12; 2022-01";"2021-16.10; 2021-06.01";401473109082816512;463191083094896640;30
657460464921444352;1611113357456;650368051824394240;"2021-05.10; 2021-04.05; 2021-04.06; 2021-05.01; 2021-05.12";2023-03;81891387867807744;442767070128500736;5
657463451685314560;1611114036482;657069576844058624;2021-03.10;"2021-10.09; 2022-01; 2022-02";570073092370640896;625090720163774464;36
657464651822481408;1611114366441;650128663987191808;"2021-07.11; 2021-07.04";"2021-05.01; 2021-09.01";655868477139144704;461007020263206912;37
657467304497451008;1611114945773;655131969700585472;2021-03.05;2021-02.10;341414316114776064;608122883255918592;28
657472107470503936;1611116150086;656641390343696384;2021-01.03;"2021-02.04; 2021-06.04";566815341889826816;450224365787672576;31
657475757718704128;1611117162175;657069576844058624;"2021-03.11; 2021-08.09";"2021-04.03; 2021-06.04";469463121036046336;655637085461512192;36
657478449568501760;1611117781849;656006867293646848;"2021-14.03; 2021-16.03";"2021-13.10; 2021-17.10";76694075881177088;556919929803636736;29
657496553711312896;1611147077736;657122782232027136;"2021-16.08; 2021-02.08; 2021-06.08";"2021-01.10; 2021-07.10";444526897280315392;536639130300280832;40
657502254487650304;1611123841461;645730345077006336;"2021-03.12; 2022-03";2021-03.08;467034823412674560;413768210878304256;36
657507267498811392;1611124493850;655600800726351872;"2021-37.10; 2021-30.07; 2021-07.03";"2021-14.04; 2021-16.04; 2021-19.04; 2021-30.04; 2023-03";611035489629306880;594242128851296256;40
657534601132089344;1611414591472;650070453091667968;"2021-01.07; 2021-01.02";"2021-02.01; 2021-01.09; 2021-02.07; 2021-01.04";413750764935057408;545665049355243520;4
657557017925349376;1611136422570;654009271163387904;"2021-15.12; 2021-16.12";"2021-15.03; 2021-16.03";656086408380911616;579341089610178560;25
657622853423820800;1611152086565;656244080958861312;"2021-18.10; 2021-19.10; 2022-01; 2022-02";"2021-11.11; 2021-12.11; 2022-05; 2023-03; 2023-04; 2023-05";599431790108655616;462687004631494656;30
657634901398478848;1611155884325;656244080958861312;2022-05;2021-31.10;462687004631494656;464812475808739328;30
657636559146803200;1611155771808;657122782232027136;"2021-14.04; 2021-03.04; 2021-05.04";2021-02.10;444526897280315392;519390092788297728;40
657644014438256640;1611157125132;654007313807532032;"2021-19.05; 2021-20.05; 2021-21.05; 2021-13.06";"2021-14.08; 2021-15.11";522477422344318976;76331608764203008;37
657644609312223232;1611157302201;645730345077006336;"2021-04.07; 2022-02";2021-03.11;604421343756230656;573647469019426816;36
657647183708889088;1611158274271;656244080958861312;"2021-20.11; 2023-02";"2021-12.12; 2023-04";464812475808739328;599431790108655616;30
657656249772503040;1611160189707;652197702649589760;2021-04.04;2023-03;445977874378256384;337079865230524416;30
657657951095443456;1611160416481;653327693777014784;"2021-31.10; 2021-35.10";2021-31.01;463501443958042624;589320030647259136;46
657658617259986944;1611161524295;657122782232027136;"2021-12.07; 2021-04.07; 2021-05.07";2021-02.08;444526897280315392;649477256531550208;40
657665402662363136;1611162240148;656322630747504640;2021-07.12;2021-17.05;539683602128859136;516466140020797440;34
657665524074901504;1611162210676;656741144146845696;"2021-13.06; 2022-01";"2021-08.10; 2023-03";401473109082816512;620063007355023360;30
657667889934970880;1611168957167;645129762402050048;"2021-01.07; 2021-11.04; 2021-03.04; 2021-04.11";"2021-02.02; 2021-10.07; 2021-01.10; 2021-03.11";385627206065467392;371216188493225984;34
657670967316811776;1611163584983;656741144146845696;"2021-15.01; 2021-09.01; 2022-03";"2021-20.09; 2021-29.09; 2021-08.09";604431797605986304;656938347402469376;30
657671930278686720;1611163755006;656322630747504640;"2021-15.01; 2021-02.01; 2021-05.01";"2021-01.05; 2021-22.05";539683602128859136;408868940639383552;34
657675560146780160;1611164616132;656347656192360448;"2021-14.09; 2021-08.09";"2021-11.02; 2021-09.02";620489896792002560;473142313682464768;26
657681507539816448;1611166013756;656322630747504640;"2021-12.01; 2021-03.01; 2021-04.01";2021-01.02;472434530850959360;408868940639383552;34
657682385227309056;1611166371362;656191707611734016;"2021-11.02; 2021-04.02";2021-01.09;420130433510948864;650201719661228032;42
657683564288102400;1611166574878;650128663987191808;"2021-13.01; 2021-15.01; 2021-08.01";"2021-10.13; 2021-15.13; 2021-09.13";655868477139144704;649741692861267968;37
657688055364288512;1611167711478;655600800726351872;"2021-17.05; 2023-03; 2021-16.04; 2023-03";"2022-02; 2021-15.10";458028287617134592;594242128851296256;40
657689142737592320;1611167855302;655600800726351872;2022-02;2023-02;458028287617134592;594242128851296256;40
657689327354089472;1611167978008;650128663987191808;"2021-09.13; 2021-12.11";"2021-10.09; 2021-11.09";651265296295882752;649741692861267968;37
657691949100277760;1611170421752;656671436626305024;"2021-04.12; 2021-09.12";"2021-05.06; 2023-01";106085867609014272;348266216537866240;27
657693912185528320;1611169680370;650128663987191808;2021-02.10;"2021-06.01; 2021-07.12; 2021-09.12";533443391720521728;461007020263206912;37
657694069056692224;1611169049371;656741144146845696;2021-08.06;"2021-15.03; 2021-08.03";656966092580823040;620063007355023360;30
657695819587235840;1612139215222;650388781970579456;"2021-02.01; 2021-06.01; 2023-03";"2021-03.06; 2021-05.06; 2023-02";651156543206674432;556234394243764224;28
657698107852664832;1611170161031;654007313807532032;"2021-03.03; 2021-14.04";"2021-05.02; 2021-10.08";390803311663517696;552287016268013568;37
657699666003054592;1611170454639;652197702649589760;"2021-12.08; 2021-04.08; 2021-06.08";"2021-03.03; 2021-08.03";447863629472067584;558122976764948480;30
657700353319452672;1611170541316;656741144146845696;"2021-14.04; 2021-08.04";"2021-12.01; 2021-08.01";656938347402469376;635887073169059840;30
657705282339672064;1611171755255;653857235700658176;2021-14.02;2021-17.05;532852977791086592;331617172017139712;29
657708776408850432;1611179789704;655600800726351872;2021-16.06;"2021-17.07; 2021-22.07";589294889078915072;594242128851296256;40
657709184694964224;1611172641357;656741144146845696;"2021-16.04; 2022-02; 2021-08.01";"2021-12.09; 2021-12.04; 2021-09.01";604431797605986304;635887073169059840;30
657710672313929728;1611173063817;657028125892374528;"2021-01.04; 2021-02.04; 2021-04.04; 2021-06.04";"2021-01.03; 2021-02.03; 2021-05.03; 2021-07.03";580215697397817344;426589688623534080;29
657711771922014208;1611185767542;656191707611734016;"2021-08.05; 2021-05.10";2021-30.10;420325179034447872;340347643030986752;42
657715770867945472;1611174216432;656191707611734016;"2021-06.06; 2021-07.06";2021-05.11;686698579217182720;536639130300280832;42
657716086774505472;1611174488302;644961540973338624;2021-16.11;"2021-19.04; 2021-17.08";644961384769101824;471634191478419456;24
657721003455115264;1611175433524;656671436626305024;"2021-04.08; 2021-09.08";"2021-05.05; 2023-01";647283442920333312;569592204385812480;27
657721101673119744;1611176435819;657370048616292352;"2021-12.05; 2021-07.05";"2021-08.08; 2021-09.08";652598928063143936;429001924260405248;25
657722145215967232;1611175934574;657690193511399424;"2021-01.11; 2021-13.11; 2021-07.11";"2021-02.05; 2021-05.05; 2021-09.05";436289125847396352;388406451430805504;33
657725063222620160;1611241866532;650135321677246464;2021-01.06;"2021-02.04; 2021-01.10";402620696267636736;458259702304731136;5
657727900883156992;1611179715971;655131969700585472;"2021-05.04; 2021-08.04";"2021-05.12; 2021-08.12";455235309274132480;328021397349617664;28
657735368770121728;1611179374584;657028125892374528;"2021-01.09; 2021-10.09";"2021-02.08; 2021-04.08";408868940639383552;388574975667273728;29
657736720409755648;1611179346691;657370048616292352;"2021-10.12; 2021-09.12";"2021-13.09; 2021-08.09";473921452878327808;391014098143330304;25
657738730194407424;1611180703675;655609630969372672;"2021-15.06; 2021-16.06";"2021-15.12; 2021-16.12";655830556696727552;525430175361777664;25
657739440558518272;1611180974640;656322630747504640;2021-02.02;"2021-04.08; 2021-07.08";651771907162595328;472434530850959360;34
657740036443287552;1611181482422;654431267214954496;2023-04;"2021-21.07; 2021-22.07; 2021-23.07";474238170234351616;654797952811876352;24
657742412235493376;1611180672513;656741144146845696;"2021-14.12; 2021-09.12; 2021-16.10";"2021-10.10; 2021-15.10; 2021-13.01";401473109082816512;463191083094896640;30
657743160843255808;1611437151075;645129762402050048;"2021-05.10; 2021-08.10";"2021-03.04; 2021-14.11";385627206065467392;328173181741322240;34
657749476827537408;1611183378824;657690193511399424;"2021-02.12; 2021-08.12; 2021-09.12";"2021-03.11; 2021-04.11; 2022-01";388406451430805504;432022528538451968;33
657755093550034944;1611183629326;656322630747504640;"2021-07.12; 2021-04.05";"2021-10.06; 2021-03.06";394974422202585088;539683602128859136;34
657759264953155584;1611184593465;650128663987191808;2021-07.09;"2021-08.10; 2021-09.12";461007020263206912;651265296295882752;37
657761173562789888;1611185023766;657069576844058624;2021-05.03;"2021-16.11; 2021-06.11; 2022-02";431586327813685248;572259369223073792;36
657765846764032000;1611187537830;657050168847323136;"2022-02; 2022-02";2021-20.03;432677322311614464;84484895069847552;37
657769171723046912;1611187074613;656322630747504640;"2021-05.01; 2021-09.05";2021-03.07;445714730607177728;539683602128859136;34
657770759338401792;1611187824295;656333499799789568;"2021-11.09; 2021-13.09";2021-10.06;319312062469656576;301768608067911680;34
657771716856074240;1611188600766;645730345077006336;"2021-06.08; 2021-08.08";2021-04.07;604421343756230656;467034823412674560;36
657774383984615424;1611188433693;656191707611734016;"2021-06.03; 2021-08.03";"2021-05.08; 2021-11.02";420130433510948864;604830209480384512;42
657778021733826560;1611189289638;657370048616292352;"2021-11.04; 2021-13.04";2021-10.11;219370746781102080;547942163759771648;25
657779218679156736;1611189695127;649478571219353600;2022-03;2021-03.06;550870648207233024;633190700527214592;4
657779356868886528;1611189348775;656322630747504640;"2021-34.01; 2021-06.01; 2021-09.01";2021-04.11;111199523946512384;408868940639383552;34
657782203912105984;1611190029005;656006867293646848;2021-18.03;2021-18.09;339856056509349888;556919929803636736;29
657785600962793472;1611190950219;656244080958861312;"2021-14.10; 2021-16.10; 2023-01";"2021-12.03; 2021-14.03; 2021-25.03; 2022-05; 2023-02";300437618154299392;462687004631494656;30
657785663646670848;1611190919361;656322630747504640;"2021-10.02; 2021-06.02";2021-04.10;424024949334740992;472434530850959360;34
657785975128264704;1611191104135;650128663987191808;2021-07.14;"2021-10.08; 2021-08.08";652678466474418176;418202796592988160;37
657788370407194624;1611191552481;656244080958861312;"2021-13.02; 2022-05";"2021-17.10; 2021-21.10; 2023-02";462687004631494656;401230795668271104;30
657790834372071424;1611192230882;656626309811761152;2021-13.08;2021-11.11;557752904342421504;472526366512771072;33
657792578531446784;1611192647189;657690193511399424;"2021-02.02; 2021-05.02";"2021-02.12; 2021-09.12";388406451430805504;650869977951363072;33
657795906791362560;1611193309826;651208748567703552;"2021-38.01; 2021-39.01; 2021-40.01";2021-35.06;419093850825441280;389348052424474624;40
657797551172423680;1611193918456;656322630747504640;"2021-11.09; 2021-04.09";"2021-06.08; 2021-09.08";651771907162595328;509420406293413888;34
657799658004873216;1611195468603;655600800726351872;"2021-19.06; 2021-21.06; 2023-03";2021-17.10;587328552572067840;449981174891147264;40
657802931277484032;1611195444942;650128663987191808;"2021-08.01; 2021-19.13; 2021-13.04";"2021-10.04; 2021-11.04";540745985695088640;655868477139144704;37
657803872139558912;1611195649610;657122782232027136;2021-04.07;"2021-05.12; 2021-08.12";550016746691149824;444526897280315392;40
657805683902722048;1611195701242;649982511551705088;2021-02.03;2022-01;435119306888441856;435463173907148800;5
657806196039806976;1611195796224;655600800726351872;2021-17.05;"2021-19.04; 2023-02";594242128851296256;458028287617134592;40
657810713263284224;1611196845515;645730345077006336;"2021-10.10; 2021-05.10; 2022-02";"2021-12.03; 2021-04.03";635895209846206464;310628073764564992;36
657818528941948928;1611198810149;645730345077006336;"2021-05.04; 2022-02";2021-04.02;604421343756230656;316999044276682752;36
657820834009800704;1611199564955;657690193511399424;"2021-01.10; 2021-12.10; 2021-06.10";"2021-10.07; 2021-02.07; 2021-04.07";444261911203147776;408729102976045056;33
657820874245746688;1611199587377;656741144146845696;"2021-29.09; 2021-14.04; 2021-11.01";"2021-12.03; 2021-12.11";656966092580823040;656938347402469376;30
657826662905348096;1611200635962;652197702649589760;"2021-04.03; 2021-11.07";"2021-10.01; 2021-05.01";578673890314719232;445977874378256384;30
657830309588439040;1611201611354;657028125892374528;"2021-14.06; 2021-02.06";"2021-02.02; 2021-09.02";452939124320497664;359536172613275648;29
657834363651690496;1611202879076;646844455437041664;"2021-03.12; 2021-05.12";"2021-04.10; 2021-04.06";649728530225127424;193804806341533696;29
657835822518718464;1611203437594;655600800726351872;"2021-19.07; 2021-20.07; 2021-27.07";"2021-22.07; 2021-23.07; 2023-02";594242128851296256;589294889078915072;40
657839168918986752;1611203607350;656741144146845696;"2021-11.05; 2021-15.05";"2021-12.02; 2021-13.02";634991052519976960;564678985952399360;30
657844590597980160;1611204895852;657069576844058624;"2021-05.11; 2021-13.09";"2021-07.02; 2021-09.02";625090720163774464;655637085461512192;36
657846078158225408;1611205262241;657069576844058624;2021-06.02;"2022-01; 2021-09.08";461642092112769024;625090720163774464;36
657847556608446464;1611205642267;657069576844058624;"2022-01; 2021-09.08";2021-06.02;461642092112769024;625090720163774464;36
657865147808821248;1611210349881;651426266838286336;"2021-01.05; 2021-02.05; 2021-05.05";"2021-01.04; 2021-02.04";561490114339987456;556310809470857216;32
657872810156302336;1611211621798;652840158034497536;"2021-28.04; 2021-29.04";"2021-28.02; 2021-29.02";469243988088451072;539065882056589312;29
657879947972509696;1611213522522;655600800726351872;"2023-02; 2021-04.05; 2021-22.07; 2021-38.07; 2023-02";"2021-06.01; 2021-08.01";458028287617134592;589294889078915072;40
657885775353946112;1611214841056;655600800726351872;"2021-22.01; 2021-35.01; 2021-37.01; 2021-19.04";"2021-22.10; 2021-26.10; 2021-36.10; 2021-38.10; 2023-02";594242128851296256;458028287617134592;40
657955049418326016;1611231297244;657069576844058624;"2021-06.12; 2021-07.12";"2021-06.09; 2021-07.07";570073092370640896;566448473196691456;36
657969482785972224;1611236470743;654494138275811328;"2021-11.09; 2021-15.09; 2022-04";"2021-12.05; 2021-14.05; 2022-03";584769222559707136;453966066549256192;32
657969862601170944;1611237125793;656244080958861312;"2021-11.09; 2021-04.09";"2021-16.10; 2021-01.03";300437618154299392;334859878919061504;30
657983014671806464;1611237949066;657069576844058624;"2021-06.09; 2021-09.12";"2021-07.08; 2021-08.08";461642092112769024;566448473196691456;36
657986684507463680;1611241080071;657028125892374528;"2021-03.10; 2021-06.10";"2021-03.03; 2021-08.03";580215697397817344;385977857555574784;29
657986939324014592;1611240781918;654083430329446400;2021-05.07;2021-06.09;330824740363059200;447440834879549440;29
658001556150489088;1611242385530;657690193511399424;"2021-01.12; 2021-07.12";"2021-02.09; 2021-06.09";337475145033601024;432022528538451968;33
658004338823745536;1611247908259;655600800726351872;2021-19.10;"2021-20.06; 2021-28.06";449981174891147264;395013709992312832;40
658005096361189376;1611243552527;652197702649589760;"2021-05.11; 2023-04";2021-05.09;147482038789095424;80766107430305792;30
658008461224779776;1611244063961;656741144146845696;2021-11.10;2023-01;656938347402469376;401473109082816512;30
658012642060886016;1611245204224;657690193511399424;"2021-02.02; 2021-05.02";"2021-02.09; 2021-06.09";432022528538451968;388406451430805504;33
658018105599000576;1611254038343;655632768692236288;"2021-06.06; 2021-08.06";"2021-12.11; 2021-04.11; 2021-01.06; 2021-12.06";627755440205266944;486035165210996736;30
658018490258616320;1611246373130;656322630747504640;"2021-06.09; 2021-08.09";"2021-08.11; 2021-06.01";111199523946512384;509420406293413888;34
658029734101344256;1611249126796;652197702649589760;"2021-07.03; 2023-03; 2021-06.08";"2021-05.10; 2021-08.10";561552072967905280;447863629472067584;30
658031734125830144;1611250761312;656741144146845696;"2021-16.09; 2022-02";2021-11.11;550802707840598016;604431797605986304;30
658043682720645120;1611252957764;657370048616292352;"2021-01.12; 2021-13.12; 2021-02.12; 2021-05.12";"2021-01.02; 2021-11.02; 2021-08.02; 2021-09.02";459522736360779776;391014098143330304;25
658044375732928512;1611252586864;646844455437041664;2021-03.10;2021-05.07;647632542857543680;556704433036591104;29
658050174341435392;1611253957657;656741144146845696;"2021-13.03; 2021-17.03";"2021-12.07; 2021-25.07";472900916329050112;656966092580823040;30
658056466074238976;1611255837158;657305740280688640;"2021-08.08; 2022-04";"2022-01; 2022-03";606953273290715136;457231233290596352;30
658056816579641344;1611255583549;657690193511399424;"2021-02.01; 2021-04.01";"2021-02.05; 2021-05.11";388406451430805504;301015651512762368;33
658062503317688320;1611259566094;650128663987191808;2021-02.14;"2021-06.01; 2021-09.10; 2021-09.11; 2021-04.14";461007020263206912;418202796592988160;37
658063537851133952;1611257121309;657305740280688640;"2022-01; 2022-03; 2022-04";2021-07.07;338579307968344064;429168670481076224;30
658066340875157504;1611262236749;656671436626305024;"2021-15.12; 2021-07.12";"2021-12.04; 2023-02";560622031274958848;348266216537866240;27
658069614927867904;1611258683971;657690193511399424;"2021-05.12; 2021-02.02";"2021-03.01; 2021-05.01";301015651512762368;432022528538451968;33
658073092580519936;1611259485229;656741144146845696;"2021-12.08; 2021-14.08";"2021-12.11; 2021-16.01";656938347402469376;469232226437951488;30
658074078367772672;1611259686182;657050168847323136;2021-04.08;2021-04.07;420726968082776064;416027914165817344;37
658075349292228608;1611260106596;657690193511399424;"2021-03.08; 2021-09.08";"2021-11.12; 2021-03.01";432022528538451968;442710057386242048;33
658078918535872512;1611260787902;656006867293646848;"2021-22.07; 2021-25.07";"2021-23.08; 2021-24.08";383822252874993664;78400556225675264;29
658079437740376064;1611267360921;656191707611734016;"2021-07.07; 2021-08.07";"2021-06.05; 2021-09.05";340347643030986752;553077696033845248;42
658080573193007104;1611262366511;649785590602108928;"2022-02; 2021-02.04; 2021-02.12; 2021-02.08";2021-01.06;588201359484952576;546824900546691072;4
658091372363988992;1611263795127;650128663987191808;"2021-11.11; 2021-14.11";2021-10.08;418202796592988160;651624304517324800;37
658093469528567808;1611264854900;654007313807532032;"2021-18.05; 2021-17.11; 2021-19.11";2021-16.09;471794389216129024;522477422344318976;37
658095271682568192;1611267802200;656006867293646848;2022-04;2021-21.11;594393407846146048;383822252874993664;29
658100457331294208;1611266932520;657690193511399424;"2021-14.04; 2021-04.04; 2021-07.04";"2021-10.05; 2021-15.05; 2021-03.05";436289125847396352;546469442347003904;33
658100576894128128;1611265927932;645730345077006336;"2022-02; 2021-06.08";2021-05.10;635895209846206464;604421343756230656;36
658102975415255040;1611266927617;657690193511399424;"2021-03.04; 2021-09.04";"2021-04.01; 2021-06.11; 2022-02";388406451430805504;546469442347003904;33
658105490466738176;1611271748258;657756137222897664;"2021-03.07; 2021-05.07";"2021-02.04; 2021-06.04";593546344006729728;328021397349617664;28
658110196769419264;1611268245534;656322630747504640;"2021-07.07; 2021-08.07; 2021-09.05";"2021-11.02; 2021-03.02; 2021-34.02";472434530850959360;445714730607177728;34
658110524206170112;1611271245823;655267326668648448;"2021-19.11; 2021-20.11";2021-18.04;550016746691149824;570208584979034112;26
658114148160311296;1611270901164;652197702649589760;"2021-08.11; 2021-09.11";"2021-07.03; 2021-11.10";561552072967905280;80766107430305792;30
658114530555011072;1611269427196;656006867293646848;2022-04;2021-22.11;594393407846146048;435681325110784000;29
658114885502197760;1611270300147;657028125892374528;"2021-03.07; 2021-09.07";"2021-04.01; 2021-05.01; 2022-02";570806683863408640;442736314064826368;29
658117360409964544;1611269940156;656322630747504640;"2021-10.09; 2021-07.09";"2021-10.11; 2021-07.11";111199523946512384;509420406293413888;34
658120235550851072;1611271429303;656741144146845696;2021-13.05;"2021-13.09; 2022-04";604431797605986304;564678985952399360;30
658123636086992896;1611272176459;657706865051901952;"2021-01.06; 2021-08.06";"2021-02.04; 2021-05.04; 2022-01; 2022-02";469493437448581120;434744591745282048;34
658126245749411840;1611272796429;657069576844058624;"2021-17.02; 2021-06.02";"2021-16.09; 2021-07.02";655637085461512192;625090720163774464;36
658127385421496320;1611272359155;650128663987191808;"2021-10.01; 2021-18.01; 2021-22.01";"2021-12.02; 2021-14.02";656355756139978752;649741692861267968;37
